demo_id,demo_start_date,farmer_id,mapped_store_id,crop,product_focus,plot_area_acres,stage,result_note
CORDEMO000984,2026-01-07,CORFRM0016102,CORSTR01087,Mango,COR0023,0.46,abandoned,farmer bought later
CORDEMO000985,2025-10-08,CORFRM0008910,CORSTR00061,Maize,COR0012,1.89,planned,photo missing
CORDEMO000986,2024-09-07,CORFRM0008335,CORSTR00722,Turmeric,COR0014,1.54,converted,rain damage
CORDEMO000987,2024-04-27,CORFRM0004571,CORSTR00382,Maize,COR0030,1.7,abandoned,competitor demo nearby
CORDEMO000988,2024-12-06,CORFRM0021961,CORSTR01019,Mango,COR0019,1.47,harvested,competitor demo nearby
CORDEMO000989,26/06/2024,CORFRM0004326,CORSTR00528,Mango,COR0032,2.54,converted,competitor demo nearby
CORDEMO000990,2024-11-09,CORFRM0004731,CORSTR00807,Turmeric,COR0026,2.77,abandoned,farmer bought later
CORDEMO000991,2024-12-05,CORFRM0000886,CORSTR00756,Cotton,COR0007,0.38,abandoned,rain damage
CORDEMO000992,2024-07-10,CORFRM0019355,CORSTR00610,Banana,COR0019,0.3,in progress,
CORDEMO000993,2025-05-31,CORFRM0008118,CORSTR00655,Mango,COR0021,1.02,abandoned,
CORDEMO000994,2025-02-12,CORFRM0005585,CORSTR00391,Sugarcane,COR0002,0.55,converted,good crop stand
CORDEMO000995,2024-12-12,CORFRM0014712,CORSTR00470,Paddy,COR0003,0.53,converted,farmer bought later
CORDEMO000996,2025-12-10,CORFRM0021555,CORSTR00743,Maize,COR0022,2.13,harvested,
CORDEMO000997,2025-05-01,CORFRM0003207,CORSTR00886,Turmeric,COR0024,2.55,abandoned,farmer bought later
CORDEMO000998,2025-06-23,CORFRM0015051,CORSTR00821,Banana,COR0023,1.18,in progress,competitor demo nearby
CORDEMO000999,2025-06-12,CORFRM0010548,CORSTR00484,Vegetables,COR0001,1.9,harvested,rain damage
CORDEMO001000,2025-01-25,CORFRM0003810,CORSTR00280,Paddy,COR0008,2.98,in progress,competitor demo nearby
