spray_id,spray_date,farmer_id,mapped_store_id,crop,acreage_sprayed,product_used,service_status,operator_id,note
CORDRN00000222,2025-06-06,CORFRM0018048,CORSTR00633,Maize,1.59,COR0014,weather hold,DRN0185,repeat booking
CORDRN00000223,2024-05-09,CORFRM0012577,CORSTR00839,Turmeric,7.86,COR0013,payment pending,DRN0046,
CORDRN00000224,2025-06-29,CORFRM0020788,CORSTR00638,Turmeric,12.64,COR0029,completed,DRN0223,tank shortage
CORDRN00000225,2024-04-27,CORFRM0002347,CORSTR00981,Turmeric,0.98,COR0009,weather hold,DRN0197,wind issue
CORDRN00000226,16/12/2025,CORFRM0011909,CORSTR00701,Vegetables,8.89,COR0005,completed,DRN0166,wind issue
CORDRN00000227,2024-12-15,CORFRM0017630,CORSTR00753,Vegetables,3.64,COR0030,weather hold,DRN0142,repeat booking
CORDRN00000228,2025-01-30,CORFRM0022404,CORSTR00314,Coconut,17.46,COR0010,rescheduled,DRN0091,wind issue
CORDRN00000229,2024-09-02,CORFRM0016484,CORSTR00950,Sugarcane,5.3,COR0018,weather hold,DRN0098,tank shortage
CORDRN00000230,08/04/2024,CORFRM0024347,CORSTR00504,Sugarcane,0.88,COR0015,payment pending,DRN0234,farmer absent
CORDRN00000231,2025-07-28,CORFRM0011763,CORSTR00241,Cotton,15.34,COR0023,weather hold,DRN0235,
CORDRN00000232,2025-11-28,CORFRM0019536,CORSTR00445,Turmeric,18.99,COR0026,cancelled,DRN0096,repeat booking
CORDRN00000233,26/08/2024,CORFRM0011578,CORSTR00687,Coconut,1.75,COR0024,rescheduled,DRN0069,
CORDRN00000234,2025-08-16,CORFRM0022926,CORSTR00303,Banana,6.57,COR0013,weather hold,DRN0011,farmer absent
CORDRN00000235,30/06/2025,CORFRM0001014,CORSTR00948,Cotton,15.6,COR0028,completed,DRN0086,farmer absent
CORDRN00000236,11-Oct-24,CORFRM0002509,CORSTR00055,Banana,6.26,COR0009,payment pending,DRN0104,farmer absent
CORDRN00000237,2025-05-16,CORFRM0007955,CORSTR00342,Coconut,2.95,COR0021,completed,DRN0129,
CORDRN00000238,2025-02-05,CORFRM0023517,CORSTR00032,Vegetables,1.21,COR0029,rescheduled,DRN0219,farmer absent
CORDRN00000239,2024-04-15,CORFRM0014238,CORSTR00591,Sugarcane,6.62,COR0005,cancelled,DRN0105,
CORDRN00000240,23/08/2024,CORFRM0005143,CORSTR00221,Banana,12.54,COR0006,cancelled,DRN0160,farmer absent
CORDRN00000241,2024-11-27,CORFRM0020213,CORSTR00020,Mango,4.46,COR0003,cancelled,DRN0248,tank shortage
CORDRN00000242,2025-07-04,CORFRM0009847,CORSTR01132,Sugarcane,0.72,COR0030,weather hold,DRN0003,farmer absent
CORDRN00000243,2025-06-11,CORFRM0011039,CORSTR00412,Sugarcane,4.46,COR0023,payment pending,DRN0007,tank shortage
CORDRN00000244,2025-02-13,CORFRM0011120,CORSTR00752,Cotton,12.71,COR0026,weather hold,DRN0120,repeat booking
CORDRN00000245,2024-05-31,CORFRM0007247,CORSTR01056,Turmeric,3.34,COR0011,completed,DRN0018,repeat booking
CORDRN00000246,2025-04-29,CORFRM0002981,CORSTR00676,Cotton,15.63,COR0001,rescheduled,DRN0230,farmer absent
CORDRN00000247,2024-12-06,CORFRM0000919,CORSTR00895,Paddy,5.56,COR0012,cancelled,DRN0100,wind issue
CORDRN00000248,2024-10-18,CORFRM0018585,CORSTR00329,Cotton,9.29,COR0002,rescheduled,DRN0017,repeat booking
CORDRN00000249,2025-11-24,CORFRM0009622,CORSTR00418,Banana,13.27,COR0013,payment pending,DRN0151,tank shortage
CORDRN00000250,2025-10-16,CORFRM0016221,CORSTR00189,Banana,8.53,COR0008,payment pending,DRN0009,
CORDRN00000251,2025-12-02,CORFRM0020466,CORSTR00716,Mango,2.19,COR0021,rescheduled,DRN0048,tank shortage
CORDRN00000252,2025-07-01,CORFRM0024039,CORSTR00484,Banana,4.44,COR0021,cancelled,DRN0225,wind issue
CORDRN00000253,2025-03-13,CORFRM0010926,CORSTR00366,Coconut,3.42,COR0030,payment pending,DRN0001,repeat booking
CORDRN00000254,2024-07-28,CORFRM0003449,CORSTR00524,Maize,3.49,COR0004,completed,DRN0095,
CORDRN00000255,22/11/2025,CORFRM0006909,CORSTR00843,Cotton,14.92,COR0015,completed,DRN0162,tank shortage
CORDRN00000256,2024-10-15,CORFRM0007347,CORSTR01094,Turmeric,12.95,COR0010,completed,DRN0043,wind issue
CORDRN00000257,2025-03-27,CORFRM0000075,CORSTR00184,Groundnut,0.6,COR0031,cancelled,DRN0249,tank shortage
CORDRN00000258,2025-05-15,CORFRM0023202,CORSTR00881,Turmeric,1.3,COR0010,payment pending,DRN0112,
CORDRN00000259,2025-09-29,CORFRM0019655,CORSTR00294,Coconut,3.83,COR0020,weather hold,DRN0015,
CORDRN00000260,2025-07-19,CORFRM0005613,CORSTR00309,Vegetables,0.52,COR0018,cancelled,DRN0133,repeat booking
CORDRN00000261,2025-02-11,CORFRM0005464,CORSTR00296,Vegetables,11.51,COR0015,cancelled,DRN0167,tank shortage
CORDRN00000262,2024-07-09,CORFRM0006433,CORSTR01116,Sugarcane,11.61,COR0006,completed,DRN0079,
CORDRN00000263,02/22/2026,CORFRM0004179,CORSTR00426,Coconut,6.08,COR0025,cancelled,DRN0129,tank shortage
CORDRN00000264,01/04/2024,CORFRM0023801,CORSTR00739,Paddy,12.21,COR0017,weather hold,DRN0214,tank shortage
CORDRN00000265,2025-11-19,CORFRM0005095,CORSTR00481,Cotton,10.03,COR0003,payment pending,DRN0054,repeat booking
CORDRN00000266,2025-11-05,CORFRM0015951,CORSTR00465,Chilli,7.74,COR0001,completed,DRN0119,repeat booking
CORDRN00000267,2025-09-20,CORFRM0024244,CORSTR00572,Cotton,17.93,COR0021,weather hold,DRN0074,tank shortage
CORDRN00000268,2025-12-11,CORFRM0024926,CORSTR00826,Maize,3.52,COR0013,rescheduled,DRN0141,repeat booking
CORDRN00000269,2024-07-10,CORFRM0009773,CORSTR00550,Vegetables,3.73,COR0031,completed,DRN0149,wind issue
CORDRN00000270,2025-11-15,CORFRM0022776,CORSTR00333,Vegetables,5.6,COR0003,weather hold,DRN0135,wind issue
CORDRN00000271,2025-01-26,CORFRM0023238,CORSTR00382,Paddy,17.14,COR0029,payment pending,DRN0077,
CORDRN00000272,2025-07-20,CORFRM0011526,CORSTR00872,Sugarcane,0.51,COR0017,rescheduled,DRN0162,wind issue
CORDRN00000273,12/10/2024,CORFRM0009110,CORSTR00579,Groundnut,4.57,COR0024,weather hold,DRN0041,tank shortage
CORDRN00000274,2024-12-12,CORFRM0022449,CORSTR00529,Coconut,2.19,COR0021,cancelled,DRN0121,wind issue
CORDRN00000275,22/04/2025,CORFRM0014520,CORSTR00635,Paddy,7.26,COR0017,weather hold,DRN0195,
CORDRN00000276,2024-08-26,CORFRM0021821,CORSTR00236,Vegetables,19.0,COR0007,weather hold,DRN0187,farmer absent
CORDRN00000277,04/03/2025,CORFRM0004533,CORSTR00476,Paddy,7.76,COR0029,cancelled,DRN0130,repeat booking
CORDRN00000278,2025-06-18,CORFRM0016246,CORSTR00458,Groundnut,16.88,COR0026,weather hold,DRN0087,repeat booking
CORDRN00000279,23-Oct-25,CORFRM0024802,CORSTR00091,Vegetables,4.3,COR0006,cancelled,DRN0124,
CORDRN00000280,2024-12-29,CORFRM0013986,CORSTR01062,Maize,8.31,COR0002,payment pending,DRN0078,farmer absent
CORDRN00000281,2025-08-11,CORFRM0018054,CORSTR00123,Maize,6.3,COR0024,rescheduled,DRN0076,repeat booking
CORDRN00000282,2025-10-03,CORFRM0013757,CORSTR00525,Vegetables,4.79,COR0032,completed,DRN0197,tank shortage
CORDRN00000283,12/20/2024,CORFRM0016914,CORSTR00404,Cotton,8.18,COR0002,rescheduled,DRN0143,repeat booking
CORDRN00000284,2024-09-02,CORFRM0023164,CORSTR00290,Vegetables,1.86,COR0002,cancelled,DRN0210,
CORDRN00000285,2024-05-30,CORFRM0019525,CORSTR00905,Groundnut,4.73,COR0007,weather hold,DRN0109,wind issue
CORDRN00000286,2024-12-28,CORFRM0004918,CORSTR00728,Banana,3.31,COR0002,rescheduled,DRN0069,farmer absent
CORDRN00000287,2025-12-09,CORFRM0014776,CORSTR00012,Vegetables,7.67,COR0019,cancelled,DRN0013,farmer absent
CORDRN00000288,06/13/2025,CORFRM0008699,CORSTR01117,Mango,16.23,COR0023,cancelled,DRN0244,farmer absent
CORDRN00000289,2024-12-21,CORFRM0009406,CORSTR00325,Maize,4.99,COR0033,rescheduled,DRN0244,tank shortage
CORDRN00000290,2024-12-01,CORFRM0009547,CORSTR00855,Vegetables,18.22,COR0009,weather hold,DRN0079,wind issue
CORDRN00000291,2025-02-14,CORFRM0002518,CORSTR00283,Chilli,0.93,COR0009,weather hold,DRN0185,tank shortage
CORDRN00000292,19-May-24,CORFRM0015433,CORSTR00069,Banana,17.37,COR0029,payment pending,DRN0011,repeat booking
CORDRN00000293,2026-01-08,CORFRM0014463,CORSTR00768,Turmeric,17.9,COR0007,rescheduled,DRN0234,repeat booking
CORDRN00000294,2024-11-05,CORFRM0008271,CORSTR00354,Cotton,17.41,COR0010,payment pending,DRN0229,repeat booking
CORDRN00000295,16/05/2025,CORFRM0017066,CORSTR00188,Banana,0.55,COR0018,payment pending,DRN0044,tank shortage
CORDRN00000296,2025-11-07,CORFRM0011809,CORSTR00007,Turmeric,17.96,COR0013,weather hold,DRN0141,
CORDRN00000297,2024-10-09,CORFRM0007532,CORSTR00926,Coconut,7.59,COR0022,rescheduled,DRN0035,farmer absent
CORDRN00000298,2025-08-23,CORFRM0022312,CORSTR01138,Sugarcane,3.1,COR0002,completed,DRN0232,wind issue
CORDRN00000299,27/06/2024,CORFRM0014405,CORSTR00069,Maize,1.7,COR0008,completed,DRN0227,wind issue
CORDRN00000300,2024-08-04,CORFRM0016126,CORSTR00553,Mango,0.76,COR0016,cancelled,DRN0185,tank shortage
CORDRN00000301,2025-04-09,CORFRM0003394,CORSTR01062,Groundnut,16.92,COR0028,payment pending,DRN0239,
CORDRN00000302,2026-03-18,CORFRM0018502,CORSTR00351,Paddy,17.35,COR0025,rescheduled,DRN0113,tank shortage
CORDRN00000303,2026-03-11,CORFRM0010174,CORSTR00469,Vegetables,10.32,COR0022,weather hold,DRN0102,tank shortage
CORDRN00000304,2025-05-05,CORFRM0021045,CORSTR01017,Vegetables,1.66,COR0029,weather hold,DRN0218,wind issue
CORDRN00000305,2026-02-08,CORFRM0012124,CORSTR00301,Groundnut,1.59,COR0004,payment pending,DRN0013,tank shortage
CORDRN00000306,2025-12-30,CORFRM0000371,CORSTR00055,Coconut,12.93,COR0019,rescheduled,DRN0228,repeat booking
CORDRN00000307,2025-06-22,CORFRM0009291,CORSTR00935,Banana,6.43,COR0031,payment pending,DRN0224,wind issue
CORDRN00000308,2025-10-23,CORFRM0015288,CORSTR01088,Sugarcane,9.84,COR0016,completed,DRN0099,wind issue
CORDRN00000309,2025-02-15,CORFRM0024779,CORSTR00062,Chilli,7.97,COR0021,weather hold,DRN0148,repeat booking
CORDRN00000310,2024-05-19,CORFRM0003909,CORSTR00100,Sugarcane,2.29,COR0019,completed,DRN0042,
CORDRN00000311,2024-10-09,CORFRM0003058,CORSTR00635,Vegetables,1.1,COR0014,rescheduled,DRN0108,
CORDRN00000312,2025-09-10,CORFRM0017774,CORSTR00488,Maize,12.01,COR0007,rescheduled,DRN0010,wind issue
CORDRN00000313,2024-11-12,CORFRM0004038,CORSTR01093,Maize,9.59,COR0001,weather hold,DRN0220,repeat booking
CORDRN00000314,26/08/2024,CORFRM0010718,CORSTR00307,Sugarcane,1.08,COR0018,cancelled,DRN0012,
CORDRN00000315,2025-07-26,CORFRM0020085,CORSTR00857,Coconut,4.27,COR0011,cancelled,DRN0157,tank shortage
CORDRN00000316,2025-11-26,CORFRM0003663,CORSTR00297,Mango,7.98,COR0019,completed,DRN0155,
CORDRN00000317,2024-08-25,CORFRM0015247,CORSTR00533,Groundnut,14.2,COR0002,weather hold,DRN0018,farmer absent
CORDRN00000318,04-May-25,CORFRM0000809,CORSTR00859,Turmeric,9.46,COR0009,weather hold,DRN0059,wind issue
CORDRN00000319,2025-04-10,CORFRM0012937,CORSTR00841,Groundnut,2.99,COR0008,rescheduled,DRN0111,farmer absent
CORDRN00000320,2025-04-24,CORFRM0021993,CORSTR00934,Turmeric,2.22,COR0017,cancelled,DRN0184,wind issue
CORDRN00000321,2025-10-11,CORFRM0001315,CORSTR00468,Maize,18.81,COR0024,weather hold,DRN0033,repeat booking
CORDRN00000322,2025-09-17,CORFRM0019483,CORSTR00405,Vegetables,12.35,COR0018,weather hold,DRN0110,
CORDRN00000323,2025-04-24,CORFRM0003582,CORSTR00578,Maize,4.36,COR0016,rescheduled,DRN0007,tank shortage
CORDRN00000324,01/17/2026,CORFRM0011209,CORSTR00595,Vegetables,5.49,COR0017,weather hold,DRN0057,
CORDRN00000325,02/23/2026,CORFRM0023058,CORSTR00073,Paddy,2.29,COR0015,rescheduled,DRN0216,repeat booking
CORDRN00000326,2024-10-07,CORFRM0010696,CORSTR00947,Cotton,3.96,COR0028,completed,DRN0168,wind issue
CORDRN00000327,2026-02-02,CORFRM0000455,CORSTR01108,Vegetables,19.93,COR0030,cancelled,DRN0194,
CORDRN00000328,2025-08-08,CORFRM0008928,CORSTR00591,Banana,14.38,COR0004,cancelled,DRN0209,wind issue
CORDRN00000329,2025-04-29,CORFRM0010581,CORSTR00264,Maize,2.64,COR0018,payment pending,DRN0161,
CORDRN00000330,08/28/2025,CORFRM0015952,CORSTR00662,Vegetables,12.31,COR0003,payment pending,DRN0055,
CORDRN00000331,2025-01-16,CORFRM0004808,CORSTR01033,Vegetables,3.75,COR0031,cancelled,DRN0068,
CORDRN00000332,2026-01-13,CORFRM0008297,CORSTR00399,Vegetables,2.14,COR0002,weather hold,DRN0188,wind issue
CORDRN00000333,05/04/2024,CORFRM0011865,CORSTR00032,Banana,8.24,COR0019,weather hold,DRN0203,tank shortage
CORDRN00000334,2024-08-13,CORFRM0023093,CORSTR00242,Turmeric,19.8,COR0016,weather hold,DRN0136,repeat booking
CORDRN00000335,05/24/2025,CORFRM0000205,CORSTR00577,Chilli,1.56,COR0024,weather hold,DRN0056,
CORDRN00000336,2025-07-20,CORFRM0016932,CORSTR00270,Coconut,15.19,COR0031,cancelled,DRN0185,wind issue
CORDRN00000337,2024-05-28,CORFRM0019737,CORSTR00233,Sugarcane,11.83,COR0032,rescheduled,DRN0192,farmer absent
CORDRN00000338,2024-12-04,CORFRM0019978,CORSTR00452,Paddy,2.61,COR0018,rescheduled,DRN0049,
CORDRN00000339,2024-10-22,CORFRM0009330,CORSTR00352,Vegetables,16.78,COR0014,payment pending,DRN0213,repeat booking
CORDRN00000340,2024-08-14,CORFRM0014424,CORSTR00343,Turmeric,7.72,COR0009,payment pending,DRN0022,
CORDRN00000341,2025-10-09,CORFRM0016883,CORSTR01086,Coconut,17.18,COR0018,payment pending,DRN0064,farmer absent
CORDRN00000342,2025-12-02,CORFRM0006602,CORSTR00734,Banana,7.53,COR0005,weather hold,DRN0240,wind issue
CORDRN00000343,2024-12-17,CORFRM0015288,CORSTR01088,Sugarcane,2.42,COR0004,payment pending,DRN0137,
CORDRN00000344,2025-03-17,CORFRM0002562,CORSTR00041,Maize,0.79,COR0018,payment pending,DRN0086,
CORDRN00000345,2025-05-07,CORFRM0017219,CORSTR00785,Cotton,6.74,COR0021,payment pending,DRN0162,tank shortage
CORDRN00000346,23/06/2024,CORFRM0014737,CORSTR00038,Mango,6.04,COR0014,weather hold,DRN0164,tank shortage
CORDRN00000347,2025-12-13,CORFRM0019682,CORSTR00954,Groundnut,2.59,COR0026,payment pending,DRN0239,
CORDRN00000348,2024-05-01,CORFRM0002969,CORSTR00802,Mango,17.94,COR0009,completed,DRN0069,farmer absent
CORDRN00000349,2026-01-02,CORFRM0018030,CORSTR01038,Maize,18.91,COR0019,completed,DRN0028,wind issue
CORDRN00000350,2024-05-14,CORFRM0021941,CORSTR00297,Maize,0.63,COR0017,payment pending,DRN0040,farmer absent
CORDRN00000351,2025-12-20,CORFRM0014118,CORSTR00508,Turmeric,2.35,COR0031,weather hold,DRN0135,
CORDRN00000352,2025-04-27,CORFRM0017657,CORSTR00078,Sugarcane,8.58,COR0020,cancelled,DRN0079,
CORDRN00000353,2025-12-05,CORFRM0008421,CORSTR00801,Banana,12.08,COR0021,payment pending,DRN0143,tank shortage
CORDRN00000354,2025-01-15,CORFRM0009393,CORSTR00277,Groundnut,1.14,COR0015,cancelled,DRN0208,farmer absent
CORDRN00000355,2025-08-04,CORFRM0009199,CORSTR00765,Mango,19.98,COR0003,cancelled,DRN0200,repeat booking
CORDRN00000356,2025-08-11,CORFRM0017504,CORSTR01125,Vegetables,10.09,COR0027,weather hold,DRN0037,farmer absent
CORDRN00000357,2025-06-04,CORFRM0017369,CORSTR00025,Coconut,1.02,COR0002,rescheduled,DRN0084,wind issue
CORDRN00000358,2025-09-05,CORFRM0000128,CORSTR00312,Chilli,1.87,COR0028,weather hold,DRN0102,
CORDRN00000359,01/13/2026,CORFRM0011076,CORSTR00998,Banana,7.8,COR0030,weather hold,DRN0004,tank shortage
CORDRN00000360,2025-08-31,CORFRM0021898,CORSTR00842,Paddy,15.03,COR0019,weather hold,DRN0076,farmer absent
CORDRN00000361,2026-01-06,CORFRM0016633,CORSTR00714,Chilli,4.62,COR0011,completed,DRN0231,repeat booking
CORDRN00000362,2025-01-03,CORFRM0008779,CORSTR00609,Groundnut,10.55,COR0002,cancelled,DRN0050,farmer absent
CORDRN00000363,2025-02-02,CORFRM0006526,CORSTR01126,Vegetables,0.68,COR0002,payment pending,DRN0096,wind issue
CORDRN00000364,2026-03-01,CORFRM0016855,CORSTR00811,Sugarcane,2.7,COR0017,cancelled,DRN0128,farmer absent
CORDRN00000365,2026-01-05,CORFRM0016159,CORSTR00061,Paddy,6.2,COR0015,completed,DRN0215,farmer absent
CORDRN00000366,2025-10-01,CORFRM0020833,CORSTR00320,Sugarcane,3.35,COR0022,rescheduled,DRN0221,farmer absent
CORDRN00000367,2025-08-29,CORFRM0011980,CORSTR00489,Paddy,8.38,COR0019,weather hold,DRN0184,
CORDRN00000368,2025-07-10,CORFRM0022181,CORSTR00681,Mango,1.06,COR0003,weather hold,DRN0071,
CORDRN00000369,2025-12-17,CORFRM0003906,CORSTR00233,Groundnut,5.06,COR0009,rescheduled,DRN0068,tank shortage
CORDRN00000370,2024-11-25,CORFRM0013068,CORSTR00254,Maize,3.86,COR0026,rescheduled,DRN0205,wind issue
CORDRN00000371,2026-03-25,CORFRM0001666,CORSTR00401,Coconut,4.13,COR0020,payment pending,DRN0137,wind issue
CORDRN00000372,2024-08-23,CORFRM0017773,CORSTR00899,Turmeric,4.03,COR0007,cancelled,DRN0107,
CORDRN00000373,11/01/2025,CORFRM0019758,CORSTR00522,Chilli,6.9,COR0020,cancelled,DRN0229,farmer absent
CORDRN00000374,2026-03-24,CORFRM0024455,CORSTR00785,Vegetables,1.48,COR0002,weather hold,DRN0107,
CORDRN00000375,2026-01-07,CORFRM0022347,CORSTR00608,Groundnut,8.84,COR0023,payment pending,DRN0063,repeat booking
CORDRN00000376,2025-05-26,CORFRM0010532,CORSTR00835,Cotton,1.74,COR0007,weather hold,DRN0010,wind issue
CORDRN00000377,11/02/2024,CORFRM0017872,CORSTR00781,Paddy,17.46,COR0033,weather hold,DRN0142,tank shortage
CORDRN00000378,2024-07-18,CORFRM0008457,CORSTR00142,Turmeric,1.51,COR0018,payment pending,DRN0189,tank shortage
CORDRN00000379,2025-01-22,CORFRM0022711,CORSTR00161,Coconut,15.69,COR0018,weather hold,DRN0177,repeat booking
CORDRN00000380,2024-10-09,CORFRM0002912,CORSTR00037,Cotton,4.1,COR0005,payment pending,DRN0197,tank shortage
CORDRN00000381,2025-11-19,CORFRM0008527,CORSTR01009,Sugarcane,7.76,COR0009,payment pending,DRN0160,farmer absent
CORDRN00000382,2024-12-11,CORFRM0024158,CORSTR00781,Cotton,13.77,COR0030,payment pending,DRN0067,wind issue
CORDRN00000383,2024-10-28,CORFRM0003900,CORSTR00571,Sugarcane,2.19,COR0003,completed,DRN0174,farmer absent
CORDRN00000384,2024-08-28,CORFRM0019983,CORSTR00302,Paddy,10.54,COR0010,completed,DRN0191,
CORDRN00000385,2025-07-05,CORFRM0021567,CORSTR00958,Cotton,8.52,COR0006,rescheduled,DRN0224,tank shortage
CORDRN00000386,2024-12-26,CORFRM0010590,CORSTR00559,Banana,1.83,COR0006,weather hold,DRN0194,tank shortage
CORDRN00000387,2026-02-13,CORFRM0015022,CORSTR00149,Coconut,7.41,COR0008,completed,DRN0249,tank shortage
CORDRN00000388,2026-02-24,CORFRM0009539,CORSTR00290,Coconut,11.38,COR0020,weather hold,DRN0059,wind issue
CORDRN00000389,2025-09-20,CORFRM0024933,CORSTR01116,Vegetables,1.46,COR0024,rescheduled,DRN0021,farmer absent
CORDRN00000390,31/05/2025,CORFRM0007170,CORSTR01035,Sugarcane,9.91,COR0015,payment pending,DRN0187,tank shortage
CORDRN00000391,2026-01-19,CORFRM0016880,CORSTR00394,Maize,4.05,COR0001,weather hold,DRN0242,farmer absent
CORDRN00000392,22/07/2025,CORFRM0012123,CORSTR01023,Sugarcane,16.15,COR0010,rescheduled,DRN0023,repeat booking
CORDRN00000393,2025-08-27,CORFRM0010436,CORSTR00755,Paddy,8.43,COR0020,payment pending,DRN0025,farmer absent
CORDRN00000394,2026-03-04,CORFRM0010126,CORSTR00311,Mango,11.88,COR0005,completed,DRN0202,tank shortage
CORDRN00000395,31-Jan-26,CORFRM0012230,CORSTR00434,Sugarcane,3.44,COR0001,cancelled,DRN0185,
CORDRN00000396,2025-10-30,CORFRM0023936,CORSTR00116,Chilli,11.07,COR0008,completed,DRN0075,repeat booking
CORDRN00000397,2026-02-16,CORFRM0003397,CORSTR00868,Chilli,18.43,COR0031,rescheduled,DRN0175,
CORDRN00000398,2024-07-11,CORFRM0002363,CORSTR00997,Chilli,18.95,COR0029,completed,DRN0057,wind issue
CORDRN00000399,03/03/2025,CORFRM0020888,CORSTR01083,Vegetables,0.53,COR0019,completed,DRN0210,repeat booking
CORDRN00000400,2024-04-15,CORFRM0006710,CORSTR00050,Groundnut,9.76,COR0012,cancelled,DRN0074,
CORDRN00000401,2025-02-06,CORFRM0020253,CORSTR00901,Coconut,14.4,COR0011,weather hold,DRN0249,tank shortage
CORDRN00000402,2024-04-25,CORFRM0018995,CORSTR00401,Banana,0.54,COR0002,weather hold,DRN0184,wind issue
CORDRN00000403,2025-06-06,CORFRM0014431,CORSTR00265,Maize,1.09,COR0008,weather hold,DRN0154,tank shortage
CORDRN00000404,08/06/2024,CORFRM0013307,CORSTR00211,Cotton,8.34,COR0002,weather hold,DRN0142,wind issue
CORDRN00000405,2025-10-26,CORFRM0024763,CORSTR01129,Groundnut,13.92,COR0019,completed,DRN0075,wind issue
CORDRN00000406,2025-07-13,CORFRM0022048,CORSTR00425,Mango,18.36,COR0010,rescheduled,DRN0204,farmer absent
CORDRN00000407,11/10/2025,CORFRM0004574,CORSTR00586,Mango,9.31,COR0015,payment pending,DRN0037,
CORDRN00000408,2025-06-25,CORFRM0000053,CORSTR01003,Groundnut,2.85,COR0005,completed,DRN0182,farmer absent
CORDRN00000409,14/05/2024,CORFRM0006854,CORSTR00732,Paddy,10.71,COR0021,rescheduled,DRN0120,repeat booking
CORDRN00000410,2024-08-01,CORFRM0016322,CORSTR00755,Turmeric,2.45,COR0030,cancelled,DRN0062,tank shortage
CORDRN00000411,2025-10-19,CORFRM0020769,CORSTR01060,Chilli,1.72,COR0019,completed,DRN0166,
CORDRN00000412,19/05/2025,CORFRM0007373,CORSTR00363,Mango,7.49,COR0002,payment pending,DRN0078,repeat booking
CORDRN00000413,03/19/2026,CORFRM0020004,CORSTR00784,Banana,11.84,COR0029,payment pending,DRN0027,
CORDRN00000414,2025-09-27,CORFRM0013852,CORSTR01120,Vegetables,1.76,COR0010,completed,DRN0039,tank shortage
CORDRN00000415,2024-07-24,CORFRM0024922,CORSTR01038,Maize,11.04,COR0022,payment pending,DRN0034,tank shortage
CORDRN00000416,2024-09-07,CORFRM0010109,CORSTR00051,Groundnut,1.57,COR0011,completed,DRN0049,repeat booking
CORDRN00000417,2024-04-17,CORFRM0004781,CORSTR00275,Mango,4.64,COR0005,cancelled,DRN0062,repeat booking
CORDRN00000418,2026-01-20,CORFRM0008274,CORSTR00617,Sugarcane,6.27,COR0008,weather hold,DRN0183,wind issue
CORDRN00000419,2024-06-17,CORFRM0023086,CORSTR00342,Turmeric,7.07,COR0009,payment pending,DRN0051,farmer absent
CORDRN00000420,2024-10-09,CORFRM0013177,CORSTR01141,Cotton,0.82,COR0029,rescheduled,DRN0189,farmer absent
CORDRN00000421,05/06/2025,CORFRM0019451,CORSTR00620,Sugarcane,6.68,COR0014,rescheduled,DRN0176,farmer absent
CORDRN00000422,2025-03-23,CORFRM0010373,CORSTR00938,Paddy,0.89,COR0021,completed,DRN0098,farmer absent
CORDRN00000423,22-Aug-25,CORFRM0002862,CORSTR01078,Sugarcane,2.87,COR0009,rescheduled,DRN0061,wind issue
CORDRN00000424,2026-03-19,CORFRM0009188,CORSTR00086,Maize,19.89,COR0008,completed,DRN0183,
CORDRN00000425,2025-10-26,CORFRM0001920,CORSTR00116,Banana,1.98,COR0020,payment pending,DRN0041,repeat booking
CORDRN00000426,2024-05-27,CORFRM0024381,CORSTR00020,Sugarcane,1.0,COR0022,weather hold,DRN0068,wind issue
CORDRN00000427,24/05/2024,CORFRM0020828,CORSTR01052,Maize,0.67,COR0025,payment pending,DRN0210,
