ledger_id,activity_date,contractor_id,mapped_dealer_id,activity_type,points_delta,bill_value,approval_status,note
ASPCONLED00000249,18-Sep-25,ASPCON004948,ASPDLR000302,complaint assist,2043,52942.20,rejected,
ASPCONLED00000250,2024-08-27,ASPCON001083,ASPDLR000874,site lead,-292,45547.80,duplicate,bill image unclear
ASPCONLED00000251,2025-09-24,ASPCON004343,ASPDLR000340,complaint assist,617,81028.95,duplicate,
ASPCONLED00000252,13/01/2025,ASPCON002172,ASPDLR000092,training,910,34285.63,manual,bill image unclear
ASPCONLED00000253,2025-04-23,ASPCON004636,ASPDLR000413,training,2345,87564.07,manual,redeemed gift
ASPCONLED00000254,03/10/2024,ASPCON004270,ASPDLR000194,site lead,1148,63879.18,pending,
ASPCONLED00000255,27/07/2024,ASPCON004288,ASPDLR000876,points redemption,2078,72013.46,manual,site closed
ASPCONLED00000256,2025-05-12,ASPCON001697,ASPDLR000291,training,2357,74105.70,duplicate,
ASPCONLED00000257,2026-02-05,ASPCON004370,ASPDLR000061,complaint assist,1932,3341.02,pending,dealer mismatch
ASPCONLED00000258,2024-08-14,ASPCON003752,ASPDLR000837,points redemption,2063,15611.36,manual,site closed
ASPCONLED00000259,03/10/2026,ASPCON000303,ASPDLR000813,points redemption,2372,35805.78,rejected,dealer mismatch
ASPCONLED00000260,17/06/2025,ASPCON004256,ASPDLR000369,training,-52,81466.13,manual,redeemed gift
ASPCONLED00000261,2026-01-27,ASPCON004291,ASPDLR000140,complaint assist,2135,34405.53,duplicate,dealer mismatch
ASPCONLED00000262,2025-02-08,ASPCON001870,ASPDLR000958,points redemption,1221,23042.29,manual,site closed
ASPCONLED00000263,2025-04-27,ASPCON002609,ASPDLR000019,complaint assist,221,36781.89,manual,
ASPCONLED00000264,2024-07-29,ASPCON002844,ASPDLR000875,bill upload,-296,51044.64,rejected,redeemed gift
ASPCONLED00000265,2026-03-24,ASPCON003774,ASPDLR000602,site lead,392,56057.42,approved,site closed
ASPCONLED00000266,2025-09-25,ASPCON001890,ASPDLR000009,training,719,60008.78,approved,bill image unclear
ASPCONLED00000267,2025-02-23,ASPCON002339,ASPDLR000226,site lead,277,87324.03,approved,dealer mismatch
ASPCONLED00000268,2026-03-31,ASPCON000901,ASPDLR000400,bill upload,282,11814.37,duplicate,bill image unclear
ASPCONLED00000269,14-Jul-25,ASPCON003250,ASPDLR000836,bill upload,1598,18.26,duplicate,redeemed gift
ASPCONLED00000270,2025-10-30,ASPCON004611,ASPDLR000595,complaint assist,7,79879.74,duplicate,
ASPCONLED00000271,2025-06-21,ASPCON002626,ASPDLR000032,complaint assist,2088,9961.28,approved,redeemed gift
ASPCONLED00000272,2024-09-08,ASPCON002481,ASPDLR000369,site lead,815,21963.28,pending,site closed
ASPCONLED00000273,05/14/2025,ASPCON002384,ASPDLR000520,training,601,35316.03,duplicate,redeemed gift
ASPCONLED00000274,2025-02-17,ASPCON001283,ASPDLR000746,site lead,527,22875.47,duplicate,
ASPCONLED00000275,2025-10-12,ASPCON000127,ASPDLR000879,complaint assist,-96,56106.96,manual,site closed
ASPCONLED00000276,2024-11-26,ASPCON003975,ASPDLR000372,bill upload,3,22974.26,duplicate,site closed
ASPCONLED00000277,05/07/2025,ASPCON001347,ASPDLR000104,bill upload,-106,27509.21,pending,bill image unclear
ASPCONLED00000278,23/09/2025,ASPCON003461,ASPDLR000838,site lead,936,80993.06,manual,redeemed gift
ASPCONLED00000279,2025-11-07,ASPCON003342,ASPDLR000201,training,2168,67584.94,rejected,redeemed gift
ASPCONLED00000280,2025-12-05,ASPCON002454,ASPDLR000327,site lead,325,26827.69,pending,site closed
ASPCONLED00000281,2025-04-11,ASPCON000738,ASPDLR000802,bill upload,1563,39492.58,approved,redeemed gift
ASPCONLED00000282,2025-05-14,ASPCON001464,ASPDLR000095,training,1219,40226.07,manual,redeemed gift
ASPCONLED00000283,2024-12-24,ASPCON004530,ASPDLR000578,training,566,86933.55,manual,bill image unclear
ASPCONLED00000284,2025-10-27,ASPCON002803,ASPDLR000464,site lead,1845,30780.52,pending,dealer mismatch
ASPCONLED00000285,10/06/2025,ASPCON000822,ASPDLR000571,bill upload,2317,25829.30,pending,redeemed gift
ASPCONLED00000286,2026-01-29,ASPCON003468,ASPDLR000584,complaint assist,812,46773.63,manual,
ASPCONLED00000287,2025-06-09,ASPCON001042,ASPDLR000442,site lead,158,50807.48,pending,redeemed gift
ASPCONLED00000288,16/02/2026,ASPCON003819,ASPDLR000789,training,797,82152.50,duplicate,bill image unclear
ASPCONLED00000289,2026-03-13,ASPCON001209,ASPDLR000545,training,2311,63962.61,pending,
ASPCONLED00000290,2025-12-08,ASPCON001896,ASPDLR000448,training,1806,83383.00,duplicate,bill image unclear
ASPCONLED00000291,2025-03-31,ASPCON000314,ASPDLR000720,complaint assist,-237,43315.05,pending,
ASPCONLED00000292,06/27/2025,ASPCON004281,ASPDLR000698,points redemption,1784,41986.85,duplicate,dealer mismatch
ASPCONLED00000293,2024-06-13,ASPCON000747,ASPDLR000254,site lead,1394,35659.37,duplicate,
ASPCONLED00000294,2025-03-07,ASPCON002594,ASPDLR000052,site lead,2280,2610.64,approved,
ASPCONLED00000295,2025-11-17,ASPCON002351,ASPDLR000678,training,-210,29247.19,pending,dealer mismatch
ASPCONLED00000296,2024-09-30,ASPCON002682,ASPDLR000967,complaint assist,1454,45377.03,manual,
ASPCONLED00000297,2025-04-07,ASPCON002829,ASPDLR000396,points redemption,1290,13056.71,approved,site closed
ASPCONLED00000298,2024-06-27,ASPCON001465,ASPDLR000134,site lead,898,24747.62,rejected,bill image unclear
ASPCONLED00000299,2025-04-06,ASPCON004793,ASPDLR000662,points redemption,1441,41316.51,pending,bill image unclear
ASPCONLED00000300,2025-10-08,ASPCON003709,ASPDLR000765,points redemption,-400,18467.23,pending,bill image unclear
ASPCONLED00000301,2025-05-26,ASPCON002944,ASPDLR000443,training,6,37488.89,pending,bill image unclear
ASPCONLED00000302,2024-09-12,ASPCON003231,ASPDLR000409,site lead,78,81934.39,approved,
ASPCONLED00000303,2024-07-05,ASPCON003310,ASPDLR000414,points redemption,358,43678.53,duplicate,
ASPCONLED00000304,2025-05-18,ASPCON004299,ASPDLR000220,training,2306,42742.51,rejected,bill image unclear
ASPCONLED00000305,2025-07-12,ASPCON002596,ASPDLR000373,training,2302,69597.38,pending,site closed
ASPCONLED00000306,2024-10-11,ASPCON003450,ASPDLR000239,site lead,-292,4162.67,duplicate,site closed
ASPCONLED00000307,2025-10-26,ASPCON000765,ASPDLR000896,points redemption,324,86391.27,pending,redeemed gift
ASPCONLED00000308,2024-08-06,ASPCON000872,ASPDLR000654,training,1008,56928.44,rejected,bill image unclear
ASPCONLED00000309,2026-01-07,ASPCON000722,ASPDLR000125,points redemption,1696,76540.60,duplicate,bill image unclear
ASPCONLED00000310,02-Nov-24,ASPCON001535,ASPDLR000107,training,121,76694.31,pending,
ASPCONLED00000311,2025-12-06,ASPCON004914,ASPDLR000700,points redemption,1900,47176.88,duplicate,site closed
ASPCONLED00000312,2025-06-18,ASPCON003070,ASPDLR000066,complaint assist,903,52304.01,approved,
ASPCONLED00000313,2024-10-19,ASPCON000010,ASPDLR000224,points redemption,-417,44209.87,manual,site closed
ASPCONLED00000314,2024-06-24,ASPCON004840,ASPDLR000452,points redemption,2302,29472.02,rejected,dealer mismatch
ASPCONLED00000315,2026-02-13,ASPCON000689,ASPDLR000609,bill upload,85,30111.59,manual,
ASPCONLED00000316,2025-03-21,ASPCON004467,ASPDLR000146,bill upload,2302,52548.50,rejected,site closed
ASPCONLED00000317,17-Mar-26,ASPCON002831,ASPDLR000063,complaint assist,-66,52006.20,rejected,bill image unclear
ASPCONLED00000318,2025-02-16,ASPCON000694,ASPDLR000721,site lead,393,28595.59,pending,bill image unclear
ASPCONLED00000319,2025-05-14,ASPCON000574,ASPDLR000245,bill upload,326,86796.33,pending,site closed
ASPCONLED00000320,09/17/2024,ASPCON002253,ASPDLR000769,site lead,784,53266.21,pending,redeemed gift
ASPCONLED00000321,2025-03-20,ASPCON000165,ASPDLR000278,training,2163,56155.40,duplicate,dealer mismatch
ASPCONLED00000322,2025-08-31,ASPCON003166,ASPDLR000084,complaint assist,-1,88905.93,duplicate,dealer mismatch
ASPCONLED00000323,2025-09-18,ASPCON001283,ASPDLR000746,training,1895,30584.85,manual,bill image unclear
ASPCONLED00000324,2025-10-23,ASPCON004740,ASPDLR000685,points redemption,1353,86434.73,manual,site closed
ASPCONLED00000325,2025-10-14,ASPCON001985,ASPDLR000480,bill upload,-361,21050.27,duplicate,bill image unclear
ASPCONLED00000326,2025-02-07,ASPCON001355,ASPDLR000652,complaint assist,102,65304.05,rejected,bill image unclear
ASPCONLED00000327,17/12/2025,ASPCON004375,ASPDLR000695,complaint assist,590,49242.04,approved,
ASPCONLED00000328,2024-05-12,ASPCON002336,ASPDLR000767,complaint assist,758,70810.70,pending,
ASPCONLED00000329,2024-09-21,ASPCON002592,ASPDLR000678,complaint assist,1970,88431.43,pending,dealer mismatch
ASPCONLED00000330,2025-06-10,ASPCON002615,ASPDLR000380,site lead,571,26224.82,duplicate,
ASPCONLED00000331,2025-05-27,ASPCON002524,ASPDLR000541,training,2053,2047.42,manual,redeemed gift
ASPCONLED00000332,22/10/2024,ASPCON000353,ASPDLR000375,training,1759,5473.42,manual,bill image unclear
ASPCONLED00000333,26/01/2026,ASPCON002959,ASPDLR000778,bill upload,-218,75127.59,manual,redeemed gift
ASPCONLED00000334,2025-10-07,ASPCON002255,ASPDLR000233,site lead,-322,45692.51,duplicate,dealer mismatch
ASPCONLED00000335,2025-12-05,ASPCON002170,ASPDLR000679,bill upload,645,61505.21,manual,redeemed gift
ASPCONLED00000336,2024-10-23,ASPCON003112,ASPDLR000271,complaint assist,486,13317.59,manual,bill image unclear
ASPCONLED00000337,2025-04-24,ASPCON003483,ASPDLR000361,complaint assist,683,66361.94,approved,bill image unclear
ASPCONLED00000338,2024-11-16,ASPCON001656,ASPDLR000585,complaint assist,721,702.94,manual,site closed
ASPCONLED00000339,2025-03-26,ASPCON004826,ASPDLR000079,training,-348,51477.37,approved,dealer mismatch
ASPCONLED00000340,19-Mar-25,ASPCON001236,ASPDLR000434,training,468,60272.31,pending,redeemed gift
ASPCONLED00000341,18/01/2025,ASPCON001335,ASPDLR000974,complaint assist,961,86047.81,rejected,dealer mismatch
ASPCONLED00000342,2025-06-04,ASPCON003470,ASPDLR000994,training,1487,68801.85,rejected,
ASPCONLED00000343,2025-10-04,ASPCON003448,ASPDLR000722,site lead,-346,26317.90,approved,redeemed gift
ASPCONLED00000344,2025-10-03,ASPCON003793,ASPDLR000138,training,33,8991.18,manual,
ASPCONLED00000345,2026-03-19,ASPCON002601,ASPDLR000177,bill upload,1464,36987.38,approved,
ASPCONLED00000346,2024-10-30,ASPCON003103,ASPDLR000321,training,2048,83878.06,manual,redeemed gift
ASPCONLED00000347,08-Mar-26,ASPCON001531,ASPDLR000249,bill upload,1460,54838.97,approved,redeemed gift
ASPCONLED00000348,2026-03-02,ASPCON001646,ASPDLR000327,training,465,30470.40,pending,site closed
ASPCONLED00000349,2025-01-31,ASPCON003219,ASPDLR000047,training,1172,25992.09,approved,bill image unclear
ASPCONLED00000350,2025-10-01,ASPCON001012,ASPDLR000052,site lead,564,58840.47,duplicate,site closed
ASPCONLED00000351,2024-07-30,ASPCON003725,ASPDLR000644,points redemption,2240,8339.96,manual,site closed
ASPCONLED00000352,02/21/2026,ASPCON003758,ASPDLR000031,points redemption,699,71600.30,rejected,
ASPCONLED00000353,2025-07-22,ASPCON002061,ASPDLR000837,site lead,2022,23868.87,rejected,redeemed gift
ASPCONLED00000354,2024-11-10,ASPCON000628,ASPDLR000857,training,981,54618.21,rejected,redeemed gift
ASPCONLED00000355,2024-05-18,ASPCON001274,ASPDLR000960,site lead,21,76227.03,pending,redeemed gift
ASPCONLED00000356,2026-02-23,ASPCON001302,ASPDLR000149,training,401,35721.97,pending,site closed
ASPCONLED00000357,2024-12-28,ASPCON004218,ASPDLR000958,training,931,83244.26,duplicate,redeemed gift
ASPCONLED00000358,2025-08-19,ASPCON001242,ASPDLR000697,training,866,28677.68,rejected,dealer mismatch
ASPCONLED00000359,2024-06-27,ASPCON002405,ASPDLR000808,bill upload,917,3599.37,manual,bill image unclear
ASPCONLED00000360,04/05/2024,ASPCON003276,ASPDLR000056,training,2381,69518.06,approved,site closed
ASPCONLED00000361,03-May-24,ASPCON002838,ASPDLR000965,points redemption,349,31869.30,approved,dealer mismatch
ASPCONLED00000362,2025-04-12,ASPCON001662,ASPDLR000371,training,252,56535.43,pending,
ASPCONLED00000363,2025-09-14,ASPCON004851,ASPDLR000214,training,580,46710.50,pending,redeemed gift
ASPCONLED00000364,2025-09-22,ASPCON001437,ASPDLR000562,points redemption,2267,20497.09,approved,dealer mismatch
ASPCONLED00000365,2025-04-14,ASPCON003826,ASPDLR000488,bill upload,1660,60309.71,rejected,redeemed gift
ASPCONLED00000366,2024-08-02,ASPCON000311,ASPDLR000509,site lead,2356,67389.08,pending,
ASPCONLED00000367,2025-08-14,ASPCON001927,ASPDLR000301,points redemption,1929,31034.11,approved,
ASPCONLED00000368,2024-11-10,ASPCON004646,ASPDLR000807,site lead,982,20452.77,approved,dealer mismatch
ASPCONLED00000369,2026-03-21,ASPCON003274,ASPDLR000195,site lead,109,79952.76,duplicate,bill image unclear
ASPCONLED00000370,2025-06-20,ASPCON003946,ASPDLR000009,complaint assist,-127,20585.81,pending,
ASPCONLED00000371,2025-11-24,ASPCON001247,ASPDLR000229,bill upload,-336,30672.84,approved,site closed
ASPCONLED00000372,2025-10-24,ASPCON001344,ASPDLR000874,complaint assist,2366,88525.09,manual,dealer mismatch
ASPCONLED00000373,2026-02-27,ASPCON001986,ASPDLR000953,training,695,35929.81,approved,bill image unclear
ASPCONLED00000374,2025-04-10,ASPCON000266,ASPDLR000423,points redemption,640,13252.66,duplicate,site closed
ASPCONLED00000375,2024-10-30,ASPCON002755,ASPDLR000187,complaint assist,-354,46978.57,rejected,redeemed gift
ASPCONLED00000376,19-May-24,ASPCON002702,ASPDLR000631,points redemption,688,14754.34,manual,redeemed gift
ASPCONLED00000377,2024-08-20,ASPCON004319,ASPDLR000049,bill upload,236,73906.35,duplicate,site closed
ASPCONLED00000378,2026-02-05,ASPCON002311,ASPDLR000767,points redemption,841,30199.21,duplicate,bill image unclear
ASPCONLED00000379,2025-11-21,ASPCON004658,ASPDLR000355,training,250,39769.70,manual,dealer mismatch
ASPCONLED00000380,2025-01-21,ASPCON003386,ASPDLR000659,points redemption,1284,60817.01,approved,
ASPCONLED00000381,2025-12-04,ASPCON003978,ASPDLR000517,complaint assist,1517,75091.70,manual,site closed
ASPCONLED00000382,2025-05-13,ASPCON001841,ASPDLR000940,points redemption,853,8177.51,approved,dealer mismatch
ASPCONLED00000383,2025-08-18,ASPCON001402,ASPDLR000200,points redemption,1801,40057.52,rejected,bill image unclear
ASPCONLED00000384,2025-09-08,ASPCON003412,ASPDLR000257,complaint assist,435,34012.57,rejected,bill image unclear
ASPCONLED00000385,2024-08-11,ASPCON003469,ASPDLR000232,complaint assist,-23,11537.70,manual,redeemed gift
ASPCONLED00000386,2026-02-14,ASPCON002066,ASPDLR000408,bill upload,446,8330.13,manual,dealer mismatch
ASPCONLED00000387,2025-06-14,ASPCON001831,ASPDLR000073,complaint assist,-323,23265.15,pending,redeemed gift
ASPCONLED00000388,12/05/2024,ASPCON002268,ASPDLR000280,training,1773,52372.44,approved,
ASPCONLED00000389,2026-01-28,ASPCON003538,ASPDLR000307,training,-470,79341.67,approved,redeemed gift
ASPCONLED00000390,30-Sep-25,ASPCON000103,ASPDLR000421,site lead,858,71109.59,rejected,
ASPCONLED00000391,2024-12-22,ASPCON000349,ASPDLR000339,complaint assist,-340,220.72,pending,redeemed gift
ASPCONLED00000392,2024-12-08,ASPCON003969,ASPDLR000257,bill upload,1317,39105.08,pending,redeemed gift
ASPCONLED00000393,2025-11-21,ASPCON004557,ASPDLR000003,training,-424,60007.69,manual,redeemed gift
ASPCONLED00000394,2025-01-02,ASPCON000118,ASPDLR000354,site lead,69,64687.23,rejected,redeemed gift
ASPCONLED00000395,2026-03-04,ASPCON003798,ASPDLR000390,points redemption,-266,61457.83,approved,site closed
ASPCONLED00000396,2024-10-19,ASPCON000461,ASPDLR000575,complaint assist,220,68622.73,rejected,redeemed gift
ASPCONLED00000397,2025-08-03,ASPCON004096,ASPDLR000062,bill upload,1776,36342.49,approved,redeemed gift
ASPCONLED00000398,2025-04-08,ASPCON002666,ASPDLR000914,points redemption,87,37223.47,approved,dealer mismatch
ASPCONLED00000399,05-Nov-24,ASPCON001943,ASPDLR000129,site lead,1202,56298.12,rejected,
ASPCONLED00000400,2024-12-26,ASPCON003669,ASPDLR000031,complaint assist,1871,68905.15,approved,bill image unclear
ASPCONLED00000401,2024-07-17,ASPCON002219,ASPDLR000494,points redemption,1332,34355.81,approved,redeemed gift
ASPCONLED00000402,30/10/2024,ASPCON004787,ASPDLR000679,bill upload,2300,73724.92,pending,
ASPCONLED00000403,17-Dec-25,ASPCON000020,ASPDLR000885,points redemption,873,19990.72,approved,dealer mismatch
ASPCONLED00000404,2025-10-04,ASPCON001081,ASPDLR000961,complaint assist,284,62607.33,pending,bill image unclear
ASPCONLED00000405,08/11/2024,ASPCON000660,ASPDLR000361,training,611,66934.11,rejected,site closed
ASPCONLED00000406,2024-09-19,ASPCON002641,ASPDLR000497,complaint assist,2048,20642.46,pending,site closed
ASPCONLED00000407,2024-05-08,ASPCON000824,ASPDLR000033,training,1491,16477.44,duplicate,bill image unclear
ASPCONLED00000408,2026-01-08,ASPCON003119,ASPDLR000252,points redemption,1959,22016.07,duplicate,site closed
ASPCONLED00000409,2025-03-11,ASPCON003350,ASPDLR000873,bill upload,27,32344.31,pending,bill image unclear
ASPCONLED00000410,2025-05-17,ASPCON001827,ASPDLR000751,points redemption,1769,39836.76,pending,site closed
ASPCONLED00000411,2026-01-08,ASPCON000209,ASPDLR000888,complaint assist,-309,47615.06,pending,
ASPCONLED00000412,10/19/2024,ASPCON000843,ASPDLR000207,site lead,-54,29294.06,duplicate,redeemed gift
ASPCONLED00000413,15/12/2025,ASPCON002411,ASPDLR000613,bill upload,1955,88828.95,rejected,
ASPCONLED00000414,2024-11-15,ASPCON004081,ASPDLR000531,complaint assist,2296,70622.39,approved,
ASPCONLED00000415,2024-12-19,ASPCON004515,ASPDLR000495,bill upload,-167,51743.66,manual,
ASPCONLED00000416,2025-08-23,ASPCON003156,ASPDLR000796,bill upload,185,13022.53,rejected,bill image unclear
ASPCONLED00000417,2025-09-26,ASPCON003529,ASPDLR000911,bill upload,1276,12493.03,manual,
ASPCONLED00000418,2025-07-07,ASPCON001724,ASPDLR000497,site lead,298,1105.24,approved,bill image unclear
ASPCONLED00000419,2025-10-09,ASPCON003362,ASPDLR000268,points redemption,1917,66351.98,pending,dealer mismatch
ASPCONLED00000420,2025-04-12,ASPCON000791,ASPDLR000729,bill upload,370,81551.75,rejected,dealer mismatch
ASPCONLED00000421,2025-07-03,ASPCON003547,ASPDLR000614,points redemption,1612,78733.65,pending,site closed
ASPCONLED00000422,2025-12-01,ASPCON003934,ASPDLR000920,points redemption,934,14009.26,rejected,site closed
ASPCONLED00000423,2024-08-13,ASPCON002428,ASPDLR000813,complaint assist,2233,20009.14,approved,dealer mismatch
ASPCONLED00000424,2025-04-02,ASPCON002177,ASPDLR000859,complaint assist,1057,50634.35,duplicate,bill image unclear
ASPCONLED00000425,2025-03-28,ASPCON004177,ASPDLR000459,points redemption,-351,13648.59,duplicate,dealer mismatch
ASPCONLED00000426,2024-10-05,ASPCON002766,ASPDLR000298,points redemption,684,40805.12,rejected,site closed
ASPCONLED00000427,2024-10-10,ASPCON002736,ASPDLR000182,points redemption,2431,19708.26,pending,site closed
ASPCONLED00000428,2026-02-21,ASPCON001364,ASPDLR000925,site lead,2138,6857.23,pending,dealer mismatch
ASPCONLED00000429,01/07/2026,ASPCON000976,ASPDLR000744,complaint assist,2476,445.79,manual,site closed
ASPCONLED00000430,2024-11-03,ASPCON004038,ASPDLR000782,site lead,1299,9346.49,manual,
ASPCONLED00000431,2025-03-22,ASPCON003719,ASPDLR000192,training,-325,33186.22,approved,
ASPCONLED00000432,2024-06-08,ASPCON003595,ASPDLR000131,training,2476,79481.59,manual,dealer mismatch
ASPCONLED00000433,25/02/2026,ASPCON001555,ASPDLR000816,site lead,2475,18600.91,rejected,dealer mismatch
ASPCONLED00000434,2024-08-16,ASPCON002071,ASPDLR000308,site lead,2413,79158.33,approved,redeemed gift
ASPCONLED00000435,2026-02-09,ASPCON001566,ASPDLR000700,training,1934,60786.03,duplicate,
