event_id,event_date,machine_id,dealer_id,colour_code,base_liters,can_count,status,note
ASPTNTEVT00000249,2025-12-22,ASPTINT00632,ASPDLR000984,N093,54.89,24,manual formula,shade mismatch
ASPTNTEVT00000250,2024-07-17,ASPTINT00596,ASPDLR000745,Y076,29.97,28,re-tint,manual entry
ASPTNTEVT00000251,03/07/2024,ASPTINT00453,ASPDLR000899,W001,30.22,30,re-tint,power cut
ASPTNTEVT00000252,26-Nov-25,ASPTINT00574,ASPDLR000469,N093,48.99,7,dispensed,manual entry
ASPTNTEVT00000253,2025-03-04,ASPTINT00487,ASPDLR000265,W001,34.62,22,manual formula,power cut
ASPTNTEVT00000254,2025-12-24,ASPTINT00505,ASPDLR000450,R156,3.62,3,cancelled,
ASPTNTEVT00000255,2025-12-12,ASPTINT00210,ASPDLR000388,Y076,31.41,9,manual formula,shade mismatch
ASPTNTEVT00000256,2024-06-10,ASPTINT00516,ASPDLR000733,N093,12.84,14,dispensed,power cut
ASPTNTEVT00000257,2024-10-02,ASPTINT00574,ASPDLR000469,missing,39.57,20,manual formula,
ASPTNTEVT00000258,2024-04-23,ASPTINT00158,ASPDLR000236,missing,36.52,32,dispensed,machine down
ASPTNTEVT00000259,2024-08-15,ASPTINT00613,ASPDLR000496,L124,42.65,3,cancelled,shade mismatch
ASPTNTEVT00000260,2025-04-20,ASPTINT00465,ASPDLR000334,W001,57.44,20,re-tint,manual entry
ASPTNTEVT00000261,2024-07-31,ASPTINT00323,ASPDLR000191,R156,29.00,24,re-tint,machine down
ASPTNTEVT00000262,26/03/2026,ASPTINT00544,ASPDLR000899,L124,24.19,10,manual formula,
ASPTNTEVT00000263,2025-12-26,ASPTINT00283,ASPDLR000565,N093,55.99,7,service error,shade mismatch
ASPTNTEVT00000264,2025-12-17,ASPTINT00182,ASPDLR000415,R156,20.28,9,service error,machine down
ASPTNTEVT00000265,2025-06-01,ASPTINT00014,ASPDLR000253,N093,36.02,4,cancelled,machine down
ASPTNTEVT00000266,2024-04-20,ASPTINT00135,ASPDLR000352,L124,18.23,19,dispensed,power cut
ASPTNTEVT00000267,11/07/2025,ASPTINT00331,ASPDLR000544,N093,14.53,18,re-tint,shade mismatch
ASPTNTEVT00000268,2024-06-10,ASPTINT00507,ASPDLR000523,Y076,51.69,13,dispensed,
ASPTNTEVT00000269,2024-11-18,ASPTINT00105,ASPDLR000233,missing,20.83,5,manual formula,shade mismatch
ASPTNTEVT00000270,2024-08-01,ASPTINT00423,ASPDLR000130,custom,49.35,11,re-tint,shade mismatch
ASPTNTEVT00000271,2024-12-02,ASPTINT00054,ASPDLR000857,custom,25.92,6,cancelled,shade mismatch
ASPTNTEVT00000272,2025-09-21,ASPTINT00301,ASPDLR000613,missing,16.11,19,manual formula,manual entry
ASPTNTEVT00000273,2026-03-18,ASPTINT00613,ASPDLR000496,R156,29.88,22,dispensed,shade mismatch
ASPTNTEVT00000274,2025-02-08,ASPTINT00447,ASPDLR000950,missing,50.52,17,re-tint,power cut
ASPTNTEVT00000275,2025-02-17,ASPTINT00024,ASPDLR000136,W001,33.97,26,manual formula,machine down
ASPTNTEVT00000276,2026-01-21,ASPTINT00432,ASPDLR000390,W001,21.42,27,service error,power cut
ASPTNTEVT00000277,2026-03-07,ASPTINT00300,ASPDLR000381,R156,9.58,17,re-tint,manual entry
ASPTNTEVT00000278,2025-07-31,ASPTINT00167,ASPDLR000792,Y076,13.34,7,manual formula,power cut
ASPTNTEVT00000279,10/29/2024,ASPTINT00130,ASPDLR000140,L124,13.52,30,cancelled,power cut
ASPTNTEVT00000280,2026-01-18,ASPTINT00408,ASPDLR000693,N093,55.81,35,re-tint,manual entry
ASPTNTEVT00000281,2024-04-16,ASPTINT00214,ASPDLR000465,W001,39.34,31,re-tint,manual entry
ASPTNTEVT00000282,2024-08-23,ASPTINT00202,ASPDLR000278,N093,17.23,1,re-tint,manual entry
ASPTNTEVT00000283,2025-08-16,ASPTINT00233,ASPDLR000318,custom,11.36,28,cancelled,machine down
ASPTNTEVT00000284,2025-02-26,ASPTINT00579,ASPDLR000907,custom,9.69,30,manual formula,manual entry
ASPTNTEVT00000285,2025-11-08,ASPTINT00544,ASPDLR000899,N093,55.21,27,re-tint,machine down
ASPTNTEVT00000286,2024-07-18,ASPTINT00278,ASPDLR000440,N093,4.47,9,service error,manual entry
ASPTNTEVT00000287,2024-12-20,ASPTINT00410,ASPDLR000901,missing,28.11,26,cancelled,machine down
ASPTNTEVT00000288,2024-10-10,ASPTINT00062,ASPDLR000112,L124,40.81,9,re-tint,power cut
ASPTNTEVT00000289,2024-12-07,ASPTINT00106,ASPDLR000990,missing,48.75,31,dispensed,manual entry
ASPTNTEVT00000290,2025-07-04,ASPTINT00392,ASPDLR000639,N093,50.93,11,cancelled,power cut
ASPTNTEVT00000291,02/02/2025,ASPTINT00029,ASPDLR000172,missing,47.84,4,cancelled,power cut
ASPTNTEVT00000292,2025-02-18,ASPTINT00478,ASPDLR000570,Y076,3.39,18,cancelled,shade mismatch
ASPTNTEVT00000293,2025-08-17,ASPTINT00253,ASPDLR000463,N093,32.53,12,dispensed,power cut
ASPTNTEVT00000294,09/24/2025,ASPTINT00165,ASPDLR000286,custom,52.06,2,manual formula,power cut
ASPTNTEVT00000295,2024-10-28,ASPTINT00539,ASPDLR000545,missing,48.39,35,dispensed,manual entry
ASPTNTEVT00000296,2024-06-21,ASPTINT00017,ASPDLR000790,W001,11.77,12,service error,shade mismatch
ASPTNTEVT00000297,2024-05-28,ASPTINT00347,ASPDLR000849,N093,50.37,11,service error,
ASPTNTEVT00000298,2024-11-05,ASPTINT00097,ASPDLR000767,W001,8.25,1,re-tint,machine down
ASPTNTEVT00000299,29/10/2024,ASPTINT00026,ASPDLR000710,R156,58.51,18,cancelled,shade mismatch
ASPTNTEVT00000300,21/08/2024,ASPTINT00109,ASPDLR000051,L124,37.24,25,re-tint,machine down
ASPTNTEVT00000301,2024-05-04,ASPTINT00027,ASPDLR000450,N093,46.52,11,re-tint,manual entry
ASPTNTEVT00000302,2025-10-28,ASPTINT00500,ASPDLR000629,missing,36.03,20,re-tint,manual entry
ASPTNTEVT00000303,2024-07-23,ASPTINT00049,ASPDLR000432,R156,3.24,32,manual formula,
ASPTNTEVT00000304,2026-02-04,ASPTINT00568,ASPDLR000334,N093,23.17,7,service error,
ASPTNTEVT00000305,2025-06-02,ASPTINT00081,ASPDLR000317,R156,13.22,18,re-tint,shade mismatch
ASPTNTEVT00000306,2025-07-18,ASPTINT00352,ASPDLR000269,L124,21.44,32,cancelled,shade mismatch
ASPTNTEVT00000307,2025-07-01,ASPTINT00234,ASPDLR000524,Y076,41.85,21,re-tint,machine down
ASPTNTEVT00000308,10/23/2024,ASPTINT00068,ASPDLR000792,R156,5.93,6,cancelled,shade mismatch
ASPTNTEVT00000309,2025-07-06,ASPTINT00298,ASPDLR000807,N093,9.74,11,manual formula,power cut
ASPTNTEVT00000310,2025-09-07,ASPTINT00383,ASPDLR000088,L124,17.65,34,service error,machine down
ASPTNTEVT00000311,2025-06-25,ASPTINT00562,ASPDLR000939,L124,26.71,33,cancelled,shade mismatch
ASPTNTEVT00000312,2025-08-29,ASPTINT00436,ASPDLR000865,Y076,43.12,10,re-tint,shade mismatch
ASPTNTEVT00000313,2025-11-04,ASPTINT00221,ASPDLR000731,R156,21.35,8,service error,shade mismatch
ASPTNTEVT00000314,30/12/2024,ASPTINT00412,ASPDLR000770,N093,9.86,9,re-tint,machine down
ASPTNTEVT00000315,2024-09-15,ASPTINT00144,ASPDLR000077,missing,50.94,24,re-tint,shade mismatch
ASPTNTEVT00000316,2026-03-16,ASPTINT00032,ASPDLR000812,Y076,5.13,2,manual formula,shade mismatch
ASPTNTEVT00000317,2025-12-11,ASPTINT00441,ASPDLR000741,L124,59.42,7,manual formula,power cut
ASPTNTEVT00000318,06-Mar-26,ASPTINT00477,ASPDLR000232,W001,15.92,7,re-tint,power cut
ASPTNTEVT00000319,2026-01-22,ASPTINT00107,ASPDLR000374,W001,57.89,13,service error,power cut
ASPTNTEVT00000320,2025-04-18,ASPTINT00614,ASPDLR000485,Y076,2.02,20,re-tint,power cut
ASPTNTEVT00000321,2025-01-30,ASPTINT00052,ASPDLR000142,R156,53.65,21,service error,shade mismatch
ASPTNTEVT00000322,2025-05-01,ASPTINT00346,ASPDLR000624,N093,37.14,22,cancelled,
ASPTNTEVT00000323,2024-04-19,ASPTINT00333,ASPDLR000157,R156,48.48,15,dispensed,manual entry
ASPTNTEVT00000324,2024-12-22,ASPTINT00489,ASPDLR000592,W001,16.62,32,cancelled,
ASPTNTEVT00000325,2025-09-30,ASPTINT00273,ASPDLR000247,R156,23.02,34,manual formula,shade mismatch
ASPTNTEVT00000326,2026-03-05,ASPTINT00057,ASPDLR000957,Y076,12.84,6,cancelled,power cut
ASPTNTEVT00000327,2024-11-07,ASPTINT00103,ASPDLR000964,L124,25.80,16,dispensed,manual entry
ASPTNTEVT00000328,20-Aug-24,ASPTINT00547,ASPDLR000883,N093,24.69,35,re-tint,machine down
ASPTNTEVT00000329,2024-09-20,ASPTINT00595,ASPDLR000645,N093,47.70,7,service error,machine down
ASPTNTEVT00000330,2024-12-25,ASPTINT00481,ASPDLR000104,custom,28.82,6,re-tint,manual entry
ASPTNTEVT00000331,2024-06-05,ASPTINT00228,ASPDLR000709,missing,50.82,22,service error,
ASPTNTEVT00000332,2026-03-12,ASPTINT00194,ASPDLR000499,L124,41.89,6,service error,
ASPTNTEVT00000333,2025-04-07,ASPTINT00346,ASPDLR000624,N093,48.71,2,cancelled,
ASPTNTEVT00000334,04/22/2025,ASPTINT00145,ASPDLR000969,N093,24.20,25,cancelled,power cut
ASPTNTEVT00000335,2024-07-25,ASPTINT00411,ASPDLR000428,missing,10.92,8,manual formula,manual entry
ASPTNTEVT00000336,2025-05-11,ASPTINT00428,ASPDLR000727,custom,37.85,13,dispensed,machine down
ASPTNTEVT00000337,2025-12-18,ASPTINT00218,ASPDLR000040,W001,29.14,12,dispensed,manual entry
ASPTNTEVT00000338,10/10/2025,ASPTINT00566,ASPDLR000701,missing,16.43,31,service error,machine down
ASPTNTEVT00000339,06/03/2026,ASPTINT00158,ASPDLR000236,W001,40.25,34,service error,manual entry
ASPTNTEVT00000340,2025-12-15,ASPTINT00136,ASPDLR000414,R156,36.55,5,service error,shade mismatch
ASPTNTEVT00000341,2025-09-14,ASPTINT00438,ASPDLR000976,Y076,59.06,32,cancelled,power cut
ASPTNTEVT00000342,2025-11-01,ASPTINT00123,ASPDLR000448,custom,51.71,18,re-tint,power cut
ASPTNTEVT00000343,08/17/2024,ASPTINT00240,ASPDLR000325,R156,1.89,29,dispensed,manual entry
ASPTNTEVT00000344,2024-11-21,ASPTINT00403,ASPDLR000667,Y076,41.32,34,manual formula,power cut
ASPTNTEVT00000345,2024-06-20,ASPTINT00080,ASPDLR000318,N093,7.14,5,manual formula,
ASPTNTEVT00000346,2025-04-22,ASPTINT00208,ASPDLR000373,N093,15.81,24,manual formula,power cut
ASPTNTEVT00000347,2025-04-05,ASPTINT00605,ASPDLR000025,N093,0.89,34,re-tint,manual entry
ASPTNTEVT00000348,2024-06-25,ASPTINT00355,ASPDLR000938,W001,14.43,3,cancelled,manual entry
ASPTNTEVT00000349,2024-08-17,ASPTINT00299,ASPDLR000569,W001,36.33,31,manual formula,
ASPTNTEVT00000350,2024-09-23,ASPTINT00401,ASPDLR000724,N093,36.66,30,manual formula,manual entry
ASPTNTEVT00000351,08/08/2025,ASPTINT00211,ASPDLR000572,L124,20.30,20,manual formula,power cut
ASPTNTEVT00000352,2024-12-22,ASPTINT00452,ASPDLR000309,N093,29.22,3,re-tint,machine down
ASPTNTEVT00000353,03/18/2025,ASPTINT00497,ASPDLR000240,R156,55.16,26,service error,power cut
ASPTNTEVT00000354,05/07/2024,ASPTINT00345,ASPDLR000364,R156,51.17,29,service error,
ASPTNTEVT00000355,28-Nov-24,ASPTINT00279,ASPDLR000229,W001,37.20,24,service error,shade mismatch
ASPTNTEVT00000356,31/07/2025,ASPTINT00574,ASPDLR000469,Y076,49.90,29,cancelled,machine down
ASPTNTEVT00000357,2025-12-29,ASPTINT00537,ASPDLR000127,N093,41.25,20,re-tint,shade mismatch
ASPTNTEVT00000358,2024-06-22,ASPTINT00154,ASPDLR000594,N093,37.25,1,service error,power cut
ASPTNTEVT00000359,2026-03-08,ASPTINT00364,ASPDLR000482,N093,38.09,2,manual formula,
ASPTNTEVT00000360,2025-01-04,ASPTINT00189,ASPDLR000664,W001,0.60,15,cancelled,
ASPTNTEVT00000361,2024-09-14,ASPTINT00331,ASPDLR000544,W001,5.29,5,service error,power cut
ASPTNTEVT00000362,02/09/2024,ASPTINT00530,ASPDLR000246,L124,33.86,18,service error,machine down
ASPTNTEVT00000363,30/11/2024,ASPTINT00439,ASPDLR000375,W001,24.51,18,re-tint,manual entry
ASPTNTEVT00000364,2024-04-12,ASPTINT00221,ASPDLR000731,custom,40.37,12,service error,manual entry
ASPTNTEVT00000365,2024-07-30,ASPTINT00421,ASPDLR000371,Y076,38.41,11,cancelled,machine down
ASPTNTEVT00000366,2025-04-11,ASPTINT00399,ASPDLR000509,N093,6.02,22,manual formula,
ASPTNTEVT00000367,2024-11-14,ASPTINT00602,ASPDLR000007,custom,32.59,32,re-tint,
ASPTNTEVT00000368,2025-12-21,ASPTINT00446,ASPDLR000282,custom,24.28,34,re-tint,shade mismatch
ASPTNTEVT00000369,2024-05-04,ASPTINT00468,ASPDLR000432,missing,7.04,8,service error,manual entry
ASPTNTEVT00000370,2025-08-18,ASPTINT00078,ASPDLR000014,L124,19.96,32,dispensed,shade mismatch
ASPTNTEVT00000371,2026-03-29,ASPTINT00287,ASPDLR000857,Y076,32.86,32,dispensed,machine down
ASPTNTEVT00000372,2026-02-21,ASPTINT00082,ASPDLR000624,N093,12.04,28,cancelled,machine down
ASPTNTEVT00000373,09/26/2025,ASPTINT00531,ASPDLR000108,missing,36.06,11,service error,shade mismatch
ASPTNTEVT00000374,2025-09-01,ASPTINT00279,ASPDLR000229,custom,47.47,33,dispensed,machine down
ASPTNTEVT00000375,2024-12-25,ASPTINT00228,ASPDLR000709,missing,54.69,29,dispensed,manual entry
ASPTNTEVT00000376,04/22/2025,ASPTINT00649,ASPDLR000854,R156,53.59,28,dispensed,
ASPTNTEVT00000377,2024-11-08,ASPTINT00140,ASPDLR000778,N093,59.46,13,re-tint,
ASPTNTEVT00000378,2025-03-02,ASPTINT00381,ASPDLR000709,W001,19.09,32,service error,machine down
ASPTNTEVT00000379,04/05/2024,ASPTINT00506,ASPDLR000212,custom,53.97,15,dispensed,machine down
ASPTNTEVT00000380,2025-01-29,ASPTINT00533,ASPDLR000840,Y076,17.07,6,service error,shade mismatch
ASPTNTEVT00000381,2024-09-13,ASPTINT00237,ASPDLR000265,N093,34.85,22,manual formula,power cut
ASPTNTEVT00000382,2025-12-23,ASPTINT00264,ASPDLR000231,R156,54.65,16,dispensed,manual entry
ASPTNTEVT00000383,2024-09-02,ASPTINT00291,ASPDLR000089,missing,24.47,23,re-tint,shade mismatch
ASPTNTEVT00000384,26-Oct-24,ASPTINT00132,ASPDLR000350,custom,57.34,21,re-tint,manual entry
ASPTNTEVT00000385,09/03/2025,ASPTINT00372,ASPDLR000148,Y076,49.22,28,cancelled,power cut
ASPTNTEVT00000386,2026-01-20,ASPTINT00573,ASPDLR000971,W001,46.43,6,cancelled,power cut
ASPTNTEVT00000387,2024-05-20,ASPTINT00213,ASPDLR000444,Y076,56.73,35,dispensed,manual entry
ASPTNTEVT00000388,2024-12-22,ASPTINT00361,ASPDLR000562,missing,42.38,6,dispensed,manual entry
ASPTNTEVT00000389,21/08/2024,ASPTINT00549,ASPDLR000697,R156,42.75,24,dispensed,manual entry
ASPTNTEVT00000390,10/05/2024,ASPTINT00264,ASPDLR000231,custom,33.21,32,re-tint,shade mismatch
ASPTNTEVT00000391,2025-04-10,ASPTINT00273,ASPDLR000247,N093,59.10,33,re-tint,
ASPTNTEVT00000392,28/05/2025,ASPTINT00548,ASPDLR000163,missing,51.34,15,re-tint,shade mismatch
ASPTNTEVT00000393,2025-05-26,ASPTINT00543,ASPDLR000683,custom,35.29,16,manual formula,power cut
ASPTNTEVT00000394,11/02/2025,ASPTINT00224,ASPDLR000386,Y076,3.71,1,dispensed,machine down
ASPTNTEVT00000395,2026-01-19,ASPTINT00638,ASPDLR000045,missing,59.76,28,re-tint,machine down
ASPTNTEVT00000396,2025-02-24,ASPTINT00079,ASPDLR000714,W001,57.31,21,service error,shade mismatch
ASPTNTEVT00000397,2024-12-16,ASPTINT00399,ASPDLR000509,W001,31.01,4,service error,machine down
ASPTNTEVT00000398,2025-09-24,ASPTINT00050,ASPDLR000256,custom,47.45,25,dispensed,machine down
ASPTNTEVT00000399,2024-11-27,ASPTINT00615,ASPDLR000381,custom,58.91,18,cancelled,machine down
ASPTNTEVT00000400,2025-07-10,ASPTINT00271,ASPDLR000512,missing,45.18,31,service error,manual entry
ASPTNTEVT00000401,01-Oct-24,ASPTINT00092,ASPDLR000789,Y076,14.62,34,manual formula,
ASPTNTEVT00000402,2024-12-08,ASPTINT00230,ASPDLR000617,L124,34.74,6,re-tint,power cut
ASPTNTEVT00000403,2026-02-05,ASPTINT00284,ASPDLR000247,W001,55.50,33,cancelled,machine down
ASPTNTEVT00000404,2024-11-02,ASPTINT00410,ASPDLR000901,missing,20.74,28,cancelled,shade mismatch
ASPTNTEVT00000405,30/11/2025,ASPTINT00645,ASPDLR000572,custom,31.86,24,dispensed,manual entry
ASPTNTEVT00000406,2025-10-21,ASPTINT00051,ASPDLR000420,R156,32.90,24,cancelled,machine down
ASPTNTEVT00000407,2025-07-16,ASPTINT00017,ASPDLR000790,W001,14.44,28,dispensed,machine down
ASPTNTEVT00000408,2024-10-28,ASPTINT00504,ASPDLR000625,R156,41.99,1,cancelled,manual entry
ASPTNTEVT00000409,15/11/2025,ASPTINT00575,ASPDLR000158,N093,47.30,13,re-tint,machine down
ASPTNTEVT00000410,2024-09-11,ASPTINT00340,ASPDLR000271,N093,17.18,5,manual formula,
ASPTNTEVT00000411,2025-09-05,ASPTINT00338,ASPDLR000155,missing,18.46,31,service error,machine down
ASPTNTEVT00000412,2024-10-13,ASPTINT00250,ASPDLR000856,missing,15.10,27,manual formula,
ASPTNTEVT00000413,2024-07-12,ASPTINT00059,ASPDLR000558,Y076,51.24,19,service error,shade mismatch
ASPTNTEVT00000414,2025-06-23,ASPTINT00495,ASPDLR000529,N093,15.21,1,service error,
ASPTNTEVT00000415,2024-11-03,ASPTINT00225,ASPDLR000557,Y076,40.51,27,service error,power cut
ASPTNTEVT00000416,2024-08-06,ASPTINT00622,ASPDLR000631,W001,55.07,30,re-tint,shade mismatch
ASPTNTEVT00000417,2026-03-19,ASPTINT00206,ASPDLR000857,Y076,24.56,34,dispensed,power cut
ASPTNTEVT00000418,2025-09-30,ASPTINT00447,ASPDLR000950,N093,35.20,21,manual formula,
ASPTNTEVT00000419,2024-05-10,ASPTINT00034,ASPDLR000525,missing,50.53,34,service error,
ASPTNTEVT00000420,2024-06-26,ASPTINT00564,ASPDLR000502,W001,35.01,17,cancelled,manual entry
ASPTNTEVT00000421,28/01/2025,ASPTINT00616,ASPDLR000364,R156,51.08,27,dispensed,shade mismatch
ASPTNTEVT00000422,2024-06-25,ASPTINT00223,ASPDLR000672,L124,39.63,16,dispensed,machine down
ASPTNTEVT00000423,2025-01-26,ASPTINT00396,ASPDLR000771,L124,48.00,20,cancelled,power cut
ASPTNTEVT00000424,2025-08-02,ASPTINT00161,ASPDLR000241,missing,47.89,8,re-tint,machine down
ASPTNTEVT00000425,2025-12-28,ASPTINT00269,ASPDLR000867,W001,27.53,12,dispensed,manual entry
ASPTNTEVT00000426,29/04/2024,ASPTINT00157,ASPDLR000260,Y076,5.35,28,manual formula,
ASPTNTEVT00000427,25/04/2025,ASPTINT00516,ASPDLR000733,W001,45.78,28,manual formula,
ASPTNTEVT00000428,2026-01-21,ASPTINT00401,ASPDLR000724,N093,29.81,31,cancelled,machine down
ASPTNTEVT00000429,08/26/2024,ASPTINT00143,ASPDLR000550,R156,27.25,31,manual formula,manual entry
ASPTNTEVT00000430,2024-09-05,ASPTINT00044,ASPDLR000262,R156,26.13,32,cancelled,machine down
ASPTNTEVT00000431,2026-02-20,ASPTINT00530,ASPDLR000246,R156,53.13,9,manual formula,machine down
ASPTNTEVT00000432,2026-02-01,ASPTINT00532,ASPDLR000358,W001,54.34,12,manual formula,shade mismatch
ASPTNTEVT00000433,2025-07-21,ASPTINT00333,ASPDLR000157,missing,10.95,11,re-tint,shade mismatch
ASPTNTEVT00000434,2025-03-16,ASPTINT00334,ASPDLR000856,L124,51.04,18,re-tint,manual entry
ASPTNTEVT00000435,2025-06-14,ASPTINT00125,ASPDLR000077,Y076,51.40,8,manual formula,manual entry
ASPTNTEVT00000436,02/02/2026,ASPTINT00535,ASPDLR000872,L124,34.05,18,service error,machine down
ASPTNTEVT00000437,2024-06-30,ASPTINT00342,ASPDLR000437,R156,42.20,25,re-tint,machine down
ASPTNTEVT00000438,2025-09-13,ASPTINT00562,ASPDLR000939,custom,12.99,5,service error,power cut
ASPTNTEVT00000439,2025-12-14,ASPTINT00452,ASPDLR000309,N093,43.37,14,manual formula,manual entry
ASPTNTEVT00000440,2024-05-31,ASPTINT00235,ASPDLR000817,custom,9.21,28,manual formula,machine down
ASPTNTEVT00000441,31/12/2024,ASPTINT00129,ASPDLR000556,Y076,26.56,27,service error,manual entry
ASPTNTEVT00000442,2026-02-09,ASPTINT00555,ASPDLR000963,missing,16.05,25,service error,machine down
ASPTNTEVT00000443,2024-06-20,ASPTINT00014,ASPDLR000253,W001,23.98,27,service error,manual entry
ASPTNTEVT00000444,2024-06-17,ASPTINT00157,ASPDLR000260,Y076,54.67,33,manual formula,shade mismatch
ASPTNTEVT00000445,2024-11-16,ASPTINT00565,ASPDLR000535,custom,28.63,34,service error,manual entry
ASPTNTEVT00000446,2024-10-30,ASPTINT00355,ASPDLR000938,R156,13.94,11,manual formula,power cut
ASPTNTEVT00000447,2026-02-11,ASPTINT00404,ASPDLR000427,N093,45.58,26,dispensed,
ASPTNTEVT00000448,2025-07-14,ASPTINT00496,ASPDLR000869,L124,40.21,9,re-tint,power cut
ASPTNTEVT00000449,2025-03-10,ASPTINT00079,ASPDLR000714,N093,43.32,5,service error,machine down
ASPTNTEVT00000450,2025-08-12,ASPTINT00519,ASPDLR000178,missing,44.79,5,service error,manual entry
ASPTNTEVT00000451,2025-10-11,ASPTINT00583,ASPDLR000500,Y076,5.88,5,re-tint,power cut
ASPTNTEVT00000452,2025-02-24,ASPTINT00217,ASPDLR000307,L124,3.71,12,dispensed,
ASPTNTEVT00000453,2025-02-10,ASPTINT00444,ASPDLR000485,W001,41.39,20,service error,power cut
ASPTNTEVT00000454,2025-02-22,ASPTINT00451,ASPDLR000456,L124,26.27,9,manual formula,manual entry
ASPTNTEVT00000455,2025-09-14,ASPTINT00239,ASPDLR000687,W001,26.69,5,service error,
ASPTNTEVT00000456,11/10/2024,ASPTINT00455,ASPDLR000086,N093,35.64,6,service error,machine down
ASPTNTEVT00000457,2025-04-14,ASPTINT00549,ASPDLR000697,missing,18.46,30,manual formula,shade mismatch
ASPTNTEVT00000458,2025-12-05,ASPTINT00254,ASPDLR000790,missing,4.74,16,service error,
ASPTNTEVT00000459,2025-04-07,ASPTINT00638,ASPDLR000045,Y076,53.16,27,manual formula,shade mismatch
ASPTNTEVT00000460,19/08/2025,ASPTINT00198,ASPDLR000301,Y076,59.92,9,service error,
ASPTNTEVT00000461,2025-05-28,ASPTINT00055,ASPDLR000775,R156,57.45,1,service error,shade mismatch
ASPTNTEVT00000462,2024-04-09,ASPTINT00534,ASPDLR000235,missing,41.49,3,manual formula,machine down
ASPTNTEVT00000463,2026-03-08,ASPTINT00196,ASPDLR000845,custom,14.53,20,re-tint,manual entry
ASPTNTEVT00000464,2024-12-10,ASPTINT00254,ASPDLR000790,L124,55.12,12,dispensed,manual entry
ASPTNTEVT00000465,2024-04-16,ASPTINT00138,ASPDLR000780,L124,46.72,11,manual formula,power cut
ASPTNTEVT00000466,01/29/2025,ASPTINT00012,ASPDLR000044,L124,15.57,20,manual formula,power cut
ASPTNTEVT00000467,2024-08-18,ASPTINT00169,ASPDLR000761,missing,59.29,33,service error,machine down
ASPTNTEVT00000468,2024-06-23,ASPTINT00567,ASPDLR000325,R156,15.33,29,dispensed,
ASPTNTEVT00000469,2026-02-14,ASPTINT00054,ASPDLR000857,W001,7.26,4,re-tint,machine down
ASPTNTEVT00000470,2024-11-11,ASPTINT00244,ASPDLR000686,W001,49.59,6,cancelled,power cut
ASPTNTEVT00000471,2025-08-11,ASPTINT00307,ASPDLR000196,R156,58.93,30,dispensed,power cut
ASPTNTEVT00000472,2025-10-06,ASPTINT00401,ASPDLR000724,L124,29.37,3,manual formula,machine down
ASPTNTEVT00000473,2024-12-08,ASPTINT00206,ASPDLR000857,L124,13.77,18,cancelled,shade mismatch
ASPTNTEVT00000474,2024-07-21,ASPTINT00601,ASPDLR000611,custom,32.99,12,re-tint,power cut
ASPTNTEVT00000475,2025-07-18,ASPTINT00433,ASPDLR000611,missing,34.01,8,manual formula,machine down
ASPTNTEVT00000476,23/03/2025,ASPTINT00617,ASPDLR000146,W001,31.61,2,service error,machine down
ASPTNTEVT00000477,2025-11-05,ASPTINT00615,ASPDLR000381,W001,40.78,24,re-tint,machine down
ASPTNTEVT00000478,2025-12-13,ASPTINT00384,ASPDLR000702,N093,47.98,18,re-tint,shade mismatch
ASPTNTEVT00000479,2025-12-12,ASPTINT00314,ASPDLR000689,L124,5.12,9,re-tint,machine down
ASPTNTEVT00000480,2024-07-25,ASPTINT00173,ASPDLR000389,custom,49.82,9,cancelled,power cut
ASPTNTEVT00000481,2025-11-09,ASPTINT00327,ASPDLR000898,L124,46.71,17,dispensed,
ASPTNTEVT00000482,2024-05-12,ASPTINT00258,ASPDLR000212,Y076,27.11,24,dispensed,manual entry
ASPTNTEVT00000483,2024-10-26,ASPTINT00494,ASPDLR000845,missing,22.25,21,service error,manual entry
ASPTNTEVT00000484,02/04/2026,ASPTINT00585,ASPDLR000643,R156,38.36,21,manual formula,
ASPTNTEVT00000485,2026-03-03,ASPTINT00130,ASPDLR000140,R156,20.06,28,cancelled,manual entry
ASPTNTEVT00000486,2024-07-03,ASPTINT00402,ASPDLR000583,N093,3.16,3,dispensed,manual entry
ASPTNTEVT00000487,10/19/2024,ASPTINT00226,ASPDLR000903,missing,17.93,9,dispensed,machine down
ASPTNTEVT00000488,2025-12-04,ASPTINT00453,ASPDLR000899,W001,36.14,14,re-tint,power cut
