service_id,service_date,fleet_id,mapped_dealer_id,vehicle_no,service_type,tyres_checked,issue_count,recommended_action,note
CEAFS00000234,2025-11-30,CEAFLEET00178,CEADLR000735,TN50AB5817,pressure audit,24,6,pressure training,high wear
CEAFS00000235,2025-07-10,CEAFLEET00050,CEADLR000140,TN14AB4819,pressure audit,26,7,replace,fleet price issue
CEAFS00000236,2025-07-26,CEAFLEET00133,CEADLR000516,AP15AB6200,inspection,4,2,pressure training,competitor tyres fitted
CEAFS00000237,2024-08-05,CEAFLEET00178,CEADLR000735,TN72EF7905,rotation,3,1,none,driver unavailable
CEAFS00000238,2026-02-21,CEAFLEET00027,CEADLR000572,TS15JK9538,rotation,4,7,pressure training,
CEAFS00000239,14/07/2024,CEAFLEET00317,CEADLR000554,KA48JK6769,claim check,14,0,rotate,driver unavailable
CEAFS00000240,26/12/2024,CEAFLEET00289,CEADLR000251,TN69EF6002,claim check,3,3,alignment,
CEAFS00000241,2025-10-02,CEAFLEET00237,CEADLR000642,KL82JK4175,fitment,29,1,alignment,competitor tyres fitted
CEAFS00000242,2024-12-22,CEAFLEET00117,CEADLR000457,TN64AB1664,alignment,29,8,replace,fleet price issue
CEAFS00000243,10-Dec-25,CEAFLEET00015,CEADLR000441,KA96GH4755,claim check,12,2,pressure training,fleet price issue
CEAFS00000244,2024-11-28,CEAFLEET00057,CEADLR000059,KL99EF8557,inspection,12,0,replace,driver unavailable
CEAFS00000245,2024-10-08,CEAFLEET00185,CEADLR000119,TS46AB8425,fitment,5,1,claim,fleet price issue
CEAFS00000246,2026-01-21,CEAFLEET00248,CEADLR000123,KL31AB5926,alignment,12,6,none,driver unavailable
CEAFS00000247,2025-06-09,CEAFLEET00041,CEADLR000745,KA63GH8791,pressure audit,24,8,claim,competitor tyres fitted
CEAFS00000248,2025-10-21,CEAFLEET00232,CEADLR000591,KA91CD7155,inspection,9,5,replace,high wear
CEAFS00000249,2025-10-19,CEAFLEET00289,CEADLR000251,TN22EF2374,rotation,6,0,alignment,driver unavailable
CEAFS00000250,2025-02-23,CEAFLEET00104,CEADLR000619,KA69JK4219,fitment,29,2,none,driver unavailable
CEAFS00000251,2025-05-13,CEAFLEET00087,CEADLR000454,KA43JK3324,claim check,29,4,alignment,driver unavailable
CEAFS00000252,2026-03-20,CEAFLEET00208,CEADLR000689,TS25GH9507,alignment,24,5,alignment,fleet price issue
CEAFS00000253,2025-05-29,CEAFLEET00248,CEADLR000123,TN74AB1326,rotation,4,7,replace,driver unavailable
CEAFS00000254,2025-06-05,CEAFLEET00014,CEADLR000254,TN64CD2427,inspection,15,2,alignment,
CEAFS00000255,03-Jul-24,CEAFLEET00120,CEADLR000639,TS81JK2525,fitment,25,3,pressure training,fleet price issue
CEAFS00000256,2026-01-17,CEAFLEET00051,CEADLR000001,TS21EF9565,claim check,13,7,claim,
CEAFS00000257,2024-12-11,CEAFLEET00163,CEADLR000393,TS43EF6521,claim check,27,8,replace,competitor tyres fitted
CEAFS00000258,16/05/2025,CEAFLEET00312,CEADLR000722,KA83AB9257,rotation,18,3,claim,fleet price issue
CEAFS00000259,2025-11-26,CEAFLEET00001,CEADLR000587,AP67AB9193,rotation,28,6,rotate,driver unavailable
CEAFS00000260,2024-10-18,CEAFLEET00123,CEADLR000331,AP93CD5471,claim check,11,1,pressure training,driver unavailable
CEAFS00000261,2025-01-03,CEAFLEET00304,CEADLR000723,KA73GH3669,fitment,32,0,alignment,
CEAFS00000262,16/04/2024,CEAFLEET00158,CEADLR000454,TS89CD1792,claim check,8,4,pressure training,competitor tyres fitted
CEAFS00000263,11/29/2025,CEAFLEET00136,CEADLR000297,KL95AB9669,inspection,5,2,claim,
CEAFS00000264,2024-08-05,CEAFLEET00059,CEADLR000676,TN88CD5751,inspection,28,2,claim,fleet price issue
CEAFS00000265,2026-03-16,CEAFLEET00289,CEADLR000251,TS58CD9050,alignment,3,2,replace,high wear
CEAFS00000266,12/10/2024,CEAFLEET00166,CEADLR000552,TS41JK9243,rotation,16,5,replace,high wear
CEAFS00000267,2024-11-22,CEAFLEET00252,CEADLR000056,KL57JK9807,inspection,26,3,none,fleet price issue
CEAFS00000268,2024-06-12,CEAFLEET00064,CEADLR000578,KL29GH7776,claim check,31,6,alignment,high wear
CEAFS00000269,2024-08-03,CEAFLEET00276,CEADLR000554,KA81EF7654,fitment,28,8,claim,driver unavailable
CEAFS00000270,2024-08-26,CEAFLEET00099,CEADLR000369,KL89EF1874,fitment,14,4,pressure training,driver unavailable
CEAFS00000271,2025-07-21,CEAFLEET00070,CEADLR000661,KL63EF1934,claim check,5,2,none,high wear
CEAFS00000272,2025-05-10,CEAFLEET00153,CEADLR000312,TN52CD8781,fitment,6,8,replace,competitor tyres fitted
CEAFS00000273,15/09/2025,CEAFLEET00283,CEADLR000028,KL76CD3523,fitment,14,2,none,
CEAFS00000274,03-Apr-25,CEAFLEET00137,CEADLR000445,TS41CD1620,pressure audit,2,7,claim,fleet price issue
CEAFS00000275,2025-10-21,CEAFLEET00225,CEADLR000705,TN66CD1837,alignment,27,8,rotate,competitor tyres fitted
CEAFS00000276,06/23/2025,CEAFLEET00317,CEADLR000554,KA72AB9111,alignment,14,4,pressure training,competitor tyres fitted
CEAFS00000277,2025-04-23,CEAFLEET00180,CEADLR000620,TN22GH6105,fitment,9,1,claim,competitor tyres fitted
CEAFS00000278,2024-08-18,CEAFLEET00286,CEADLR000098,KA44GH5046,alignment,30,4,claim,fleet price issue
CEAFS00000279,03/22/2025,CEAFLEET00210,CEADLR000613,KA87JK5107,rotation,24,1,alignment,competitor tyres fitted
CEAFS00000280,2024-07-09,CEAFLEET00270,CEADLR000236,KA43EF2817,rotation,22,7,claim,competitor tyres fitted
CEAFS00000281,2024-07-26,CEAFLEET00263,CEADLR000079,TS48AB1003,rotation,17,8,alignment,driver unavailable
CEAFS00000282,2024-11-29,CEAFLEET00224,CEADLR000059,TS47CD8431,alignment,11,7,rotate,high wear
CEAFS00000283,2025-01-30,CEAFLEET00179,CEADLR000128,TN19CD9064,pressure audit,28,8,none,
CEAFS00000284,2024-06-01,CEAFLEET00128,CEADLR000485,TS96CD8781,inspection,23,5,replace,high wear
CEAFS00000285,2025-08-21,CEAFLEET00270,CEADLR000236,KL47AB5622,pressure audit,31,1,pressure training,driver unavailable
CEAFS00000286,04/09/2025,CEAFLEET00145,CEADLR000273,KL62GH2029,inspection,18,7,claim,
CEAFS00000287,2025-12-26,CEAFLEET00058,CEADLR000513,TS14CD2618,pressure audit,27,4,claim,
CEAFS00000288,2025-09-29,CEAFLEET00225,CEADLR000705,AP89GH5560,alignment,11,8,alignment,high wear
CEAFS00000289,28-Oct-24,CEAFLEET00062,CEADLR000540,AP84AB4116,inspection,9,0,pressure training,fleet price issue
CEAFS00000290,2024-04-26,CEAFLEET00128,CEADLR000485,KL77GH6379,pressure audit,27,8,rotate,driver unavailable
CEAFS00000291,2024-11-01,CEAFLEET00014,CEADLR000254,AP37CD2157,claim check,16,4,pressure training,high wear
CEAFS00000292,2024-09-25,CEAFLEET00224,CEADLR000059,KL21JK6469,claim check,21,6,replace,driver unavailable
CEAFS00000293,2026-02-12,CEAFLEET00004,CEADLR000059,TN13EF5878,rotation,12,2,none,fleet price issue
CEAFS00000294,2026-01-25,CEAFLEET00248,CEADLR000123,TN93AB9673,pressure audit,15,1,none,high wear
CEAFS00000295,2025-05-12,CEAFLEET00252,CEADLR000056,TN28GH5524,claim check,14,6,none,driver unavailable
CEAFS00000296,2025-11-17,CEAFLEET00233,CEADLR000697,KA49GH5150,pressure audit,2,2,replace,
CEAFS00000297,07/14/2025,CEAFLEET00258,CEADLR000654,TS90AB5278,rotation,3,7,pressure training,competitor tyres fitted
CEAFS00000298,2026-03-05,CEAFLEET00043,CEADLR000541,TN71AB6687,rotation,2,3,rotate,competitor tyres fitted
CEAFS00000299,2025-10-15,CEAFLEET00025,CEADLR000446,AP44JK7237,inspection,23,8,alignment,driver unavailable
CEAFS00000300,2025-09-03,CEAFLEET00113,CEADLR000122,AP31JK2632,claim check,11,0,rotate,fleet price issue
CEAFS00000301,2025-03-02,CEAFLEET00318,CEADLR000326,KA80AB8509,alignment,23,7,rotate,competitor tyres fitted
CEAFS00000302,27/12/2025,CEAFLEET00212,CEADLR000642,TS75CD4396,claim check,5,2,claim,high wear
CEAFS00000303,2024-04-06,CEAFLEET00089,CEADLR000219,AP87JK9595,inspection,9,8,replace,
CEAFS00000304,2025-04-21,CEAFLEET00300,CEADLR000643,AP34JK8939,pressure audit,5,5,replace,
CEAFS00000305,2024-10-10,CEAFLEET00136,CEADLR000297,KA86CD8873,rotation,8,0,none,competitor tyres fitted
CEAFS00000306,2025-07-18,CEAFLEET00256,CEADLR000630,TN12AB6387,inspection,13,8,pressure training,fleet price issue
CEAFS00000307,2025-01-10,CEAFLEET00285,CEADLR000226,TN79AB9171,inspection,27,3,replace,competitor tyres fitted
CEAFS00000308,2025-04-02,CEAFLEET00048,CEADLR000630,KL62JK2902,fitment,27,8,replace,
CEAFS00000309,11/04/2024,CEAFLEET00052,CEADLR000577,TS52CD4202,alignment,15,0,rotate,competitor tyres fitted
CEAFS00000310,2024-08-21,CEAFLEET00018,CEADLR000541,AP64CD1594,fitment,19,8,claim,
CEAFS00000311,06/10/2024,CEAFLEET00007,CEADLR000177,KL95CD8935,claim check,23,1,rotate,driver unavailable
CEAFS00000312,2024-09-30,CEAFLEET00157,CEADLR000573,KA43EF4124,claim check,29,2,claim,
CEAFS00000313,26/04/2024,CEAFLEET00308,CEADLR000254,AP34JK5326,alignment,18,7,none,high wear
CEAFS00000314,2026-01-22,CEAFLEET00267,CEADLR000508,KL56GH6435,claim check,22,4,replace,high wear
CEAFS00000315,2025-01-04,CEAFLEET00119,CEADLR000426,TN13GH2609,fitment,9,1,rotate,high wear
CEAFS00000316,02/16/2026,CEAFLEET00274,CEADLR000701,KA98GH8952,rotation,14,3,claim,high wear
CEAFS00000317,28-Jun-25,CEAFLEET00168,CEADLR000414,KL65EF6959,fitment,31,2,none,high wear
CEAFS00000318,08/04/2025,CEAFLEET00176,CEADLR000548,AP35JK3919,fitment,28,8,replace,driver unavailable
CEAFS00000319,2025-06-05,CEAFLEET00034,CEADLR000650,TS18GH9095,pressure audit,15,1,alignment,
CEAFS00000320,2024-04-27,CEAFLEET00088,CEADLR000730,TS47GH9023,claim check,26,6,none,high wear
CEAFS00000321,2025-02-20,CEAFLEET00295,CEADLR000189,KA35AB1357,alignment,12,8,replace,driver unavailable
CEAFS00000322,2025-12-06,CEAFLEET00088,CEADLR000730,KL69JK4442,alignment,16,2,rotate,driver unavailable
CEAFS00000323,2024-11-19,CEAFLEET00274,CEADLR000701,KL51JK5467,rotation,5,1,alignment,high wear
CEAFS00000324,31/05/2024,CEAFLEET00024,CEADLR000348,TN77GH1515,claim check,13,7,rotate,competitor tyres fitted
CEAFS00000325,2025-10-22,CEAFLEET00277,CEADLR000525,TS61AB2526,inspection,11,6,claim,fleet price issue
CEAFS00000326,2025-08-19,CEAFLEET00007,CEADLR000177,TS49CD9742,pressure audit,6,7,rotate,driver unavailable
CEAFS00000327,2025-02-15,CEAFLEET00131,CEADLR000177,TS17AB3733,alignment,13,0,claim,high wear
CEAFS00000328,2024-05-27,CEAFLEET00287,CEADLR000377,AP72AB6930,inspection,30,7,replace,high wear
CEAFS00000329,2026-03-14,CEAFLEET00045,CEADLR000648,AP55GH1489,alignment,14,5,alignment,
CEAFS00000330,2025-03-08,CEAFLEET00170,CEADLR000103,AP20EF3433,rotation,13,1,claim,high wear
CEAFS00000331,09/11/2024,CEAFLEET00275,CEADLR000093,TN51JK8729,inspection,32,8,alignment,
CEAFS00000332,06-Nov-25,CEAFLEET00020,CEADLR000440,TN71EF7328,inspection,16,5,pressure training,high wear
CEAFS00000333,2025-06-26,CEAFLEET00136,CEADLR000297,KL18AB3817,rotation,13,8,claim,fleet price issue
CEAFS00000334,2025-09-24,CEAFLEET00248,CEADLR000123,AP70CD6328,alignment,24,2,replace,high wear
CEAFS00000335,2025-12-25,CEAFLEET00076,CEADLR000154,AP49AB2426,rotation,22,6,rotate,high wear
CEAFS00000336,2026-02-09,CEAFLEET00078,CEADLR000737,TN32AB6297,inspection,28,0,alignment,
CEAFS00000337,20-Jun-25,CEAFLEET00037,CEADLR000589,TN43JK3917,alignment,19,6,claim,
CEAFS00000338,02/04/2026,CEAFLEET00223,CEADLR000071,TS96AB7056,rotation,27,5,none,competitor tyres fitted
CEAFS00000339,16/07/2024,CEAFLEET00064,CEADLR000578,AP57CD8071,fitment,27,1,claim,
CEAFS00000340,2025-07-14,CEAFLEET00304,CEADLR000723,TS49GH1313,fitment,27,2,rotate,driver unavailable
CEAFS00000341,2024-07-12,CEAFLEET00223,CEADLR000071,KA29CD5420,claim check,30,2,none,
CEAFS00000342,2025-08-12,CEAFLEET00199,CEADLR000336,TS90JK2802,pressure audit,11,2,alignment,high wear
CEAFS00000343,2025-07-12,CEAFLEET00259,CEADLR000592,KA89GH6677,inspection,5,2,rotate,driver unavailable
CEAFS00000344,2024-12-14,CEAFLEET00248,CEADLR000123,KL97JK7501,alignment,32,7,alignment,competitor tyres fitted
CEAFS00000345,09/11/2024,CEAFLEET00240,CEADLR000053,KA53GH2399,inspection,19,6,none,fleet price issue
CEAFS00000346,2025-04-20,CEAFLEET00157,CEADLR000573,KA35EF9976,claim check,23,3,pressure training,competitor tyres fitted
CEAFS00000347,12/27/2024,CEAFLEET00016,CEADLR000288,KL57JK2901,pressure audit,4,4,none,
CEAFS00000348,2025-03-21,CEAFLEET00026,CEADLR000700,AP71CD1952,claim check,4,2,claim,
CEAFS00000349,2024-06-17,CEAFLEET00105,CEADLR000650,TN70EF7437,inspection,11,5,alignment,
CEAFS00000350,2024-09-08,CEAFLEET00246,CEADLR000377,KA63JK8771,rotation,26,8,none,competitor tyres fitted
CEAFS00000351,2025-01-03,CEAFLEET00025,CEADLR000446,TS33GH4126,alignment,16,0,claim,high wear
CEAFS00000352,04/06/2024,CEAFLEET00079,CEADLR000264,TS38JK8537,rotation,21,5,rotate,
CEAFS00000353,07/03/2024,CEAFLEET00252,CEADLR000056,TS52GH9910,inspection,24,3,alignment,
CEAFS00000354,2025-08-07,CEAFLEET00193,CEADLR000087,TN79AB6677,alignment,29,6,claim,driver unavailable
CEAFS00000355,2025-10-28,CEAFLEET00148,CEADLR000042,AP74GH4709,inspection,16,0,pressure training,high wear
CEAFS00000356,2025-11-22,CEAFLEET00067,CEADLR000379,AP32GH1321,rotation,19,5,rotate,driver unavailable
CEAFS00000357,2024-10-07,CEAFLEET00202,CEADLR000578,KA18AB4518,claim check,15,2,alignment,
CEAFS00000358,2025-08-12,CEAFLEET00239,CEADLR000617,KL42CD6361,fitment,7,0,pressure training,high wear
CEAFS00000359,2024-08-18,CEAFLEET00297,CEADLR000469,TN83JK4298,claim check,8,5,replace,
CEAFS00000360,2026-02-18,CEAFLEET00250,CEADLR000007,TN17EF2553,fitment,20,6,none,high wear
CEAFS00000361,2025-08-14,CEAFLEET00255,CEADLR000684,KL72AB4078,pressure audit,27,8,none,driver unavailable
CEAFS00000362,2025-12-04,CEAFLEET00241,CEADLR000143,TS48JK6516,inspection,28,8,rotate,driver unavailable
CEAFS00000363,2025-08-19,CEAFLEET00204,CEADLR000717,KA36JK9855,inspection,19,7,rotate,driver unavailable
CEAFS00000364,2025-03-01,CEAFLEET00121,CEADLR000662,TS41EF8479,rotation,29,6,replace,
CEAFS00000365,2025-08-23,CEAFLEET00271,CEADLR000593,KA64AB2775,alignment,30,1,pressure training,driver unavailable
CEAFS00000366,03/30/2026,CEAFLEET00254,CEADLR000311,TS95EF1234,rotation,4,0,replace,
CEAFS00000367,04/15/2024,CEAFLEET00104,CEADLR000619,KL66EF1382,fitment,12,2,rotate,competitor tyres fitted
CEAFS00000368,18/02/2025,CEAFLEET00148,CEADLR000042,TS21GH3781,rotation,21,1,rotate,fleet price issue
CEAFS00000369,2026-01-03,CEAFLEET00128,CEADLR000485,TS47JK1483,rotation,24,5,alignment,driver unavailable
CEAFS00000370,2025-01-15,CEAFLEET00093,CEADLR000311,KA83GH2008,inspection,2,4,alignment,driver unavailable
CEAFS00000371,01/13/2025,CEAFLEET00078,CEADLR000737,KA65EF8230,alignment,22,2,replace,driver unavailable
CEAFS00000372,16/12/2025,CEAFLEET00200,CEADLR000667,TN35EF7015,alignment,12,5,none,fleet price issue
CEAFS00000373,2025-05-18,CEAFLEET00220,CEADLR000516,KA24GH2879,rotation,22,5,claim,fleet price issue
CEAFS00000374,2025-04-18,CEAFLEET00037,CEADLR000589,AP92JK2979,fitment,24,2,none,high wear
CEAFS00000375,18-Aug-25,CEAFLEET00193,CEADLR000087,TS63AB2191,pressure audit,5,3,alignment,fleet price issue
CEAFS00000376,2025-04-15,CEAFLEET00128,CEADLR000485,TS73EF6228,fitment,32,3,rotate,high wear
CEAFS00000377,2024-06-24,CEAFLEET00169,CEADLR000529,KA16GH1090,inspection,5,7,replace,
CEAFS00000378,04/30/2024,CEAFLEET00267,CEADLR000508,TS60JK3193,alignment,13,4,alignment,competitor tyres fitted
CEAFS00000379,2024-12-17,CEAFLEET00176,CEADLR000548,TN10GH5683,claim check,2,1,replace,fleet price issue
CEAFS00000380,2024-08-20,CEAFLEET00098,CEADLR000107,AP31EF8882,pressure audit,31,1,rotate,fleet price issue
CEAFS00000381,2025-11-09,CEAFLEET00063,CEADLR000663,TN23AB1969,alignment,30,6,none,driver unavailable
CEAFS00000382,2024-09-13,CEAFLEET00119,CEADLR000426,AP89CD3176,inspection,21,0,replace,high wear
CEAFS00000383,2024-12-28,CEAFLEET00015,CEADLR000441,AP70CD1509,inspection,13,7,none,
CEAFS00000384,2025-06-10,CEAFLEET00264,CEADLR000491,KL21CD1098,claim check,24,0,none,fleet price issue
CEAFS00000385,2024-11-05,CEAFLEET00005,CEADLR000412,TN32JK8814,inspection,17,7,rotate,
CEAFS00000386,2025-02-20,CEAFLEET00129,CEADLR000749,AP11AB4371,claim check,16,7,claim,high wear
CEAFS00000387,2025-05-09,CEAFLEET00182,CEADLR000250,TN53AB5938,fitment,22,2,claim,fleet price issue
CEAFS00000388,06/04/2025,CEAFLEET00204,CEADLR000717,AP71JK7330,fitment,4,3,alignment,driver unavailable
CEAFS00000389,2025-09-14,CEAFLEET00018,CEADLR000541,AP22AB4211,rotation,20,1,none,driver unavailable
CEAFS00000390,2025-09-18,CEAFLEET00249,CEADLR000307,TN92JK4183,inspection,23,4,none,fleet price issue
CEAFS00000391,2024-07-18,CEAFLEET00150,CEADLR000246,TS93CD8726,fitment,14,5,pressure training,high wear
CEAFS00000392,2025-08-17,CEAFLEET00281,CEADLR000065,TN94AB1389,alignment,21,7,replace,fleet price issue
CEAFS00000393,2025-08-09,CEAFLEET00125,CEADLR000522,KL43JK9222,pressure audit,12,3,pressure training,competitor tyres fitted
CEAFS00000394,2024-11-27,CEAFLEET00193,CEADLR000087,TN38CD4374,inspection,12,0,claim,fleet price issue
CEAFS00000395,2025-04-08,CEAFLEET00279,CEADLR000570,TN65JK9210,inspection,3,5,rotate,
CEAFS00000396,2024-04-15,CEAFLEET00041,CEADLR000745,TS38EF3794,claim check,24,8,pressure training,driver unavailable
CEAFS00000397,2025-01-24,CEAFLEET00009,CEADLR000152,TN79AB1824,inspection,18,4,claim,fleet price issue
CEAFS00000398,2024-06-09,CEAFLEET00056,CEADLR000626,TN64EF2434,claim check,26,4,alignment,high wear
CEAFS00000399,2024-08-30,CEAFLEET00285,CEADLR000226,AP78GH3339,inspection,19,4,claim,fleet price issue
CEAFS00000400,12/04/2025,CEAFLEET00103,CEADLR000622,TN32AB3256,alignment,19,4,alignment,competitor tyres fitted
CEAFS00000401,2024-04-10,CEAFLEET00121,CEADLR000662,TS97CD2410,claim check,6,2,claim,
CEAFS00000402,2025-03-08,CEAFLEET00264,CEADLR000491,TN38JK4706,claim check,6,5,alignment,driver unavailable
CEAFS00000403,2025-06-01,CEAFLEET00109,CEADLR000669,KA85AB4802,claim check,17,6,claim,high wear
CEAFS00000404,21/07/2025,CEAFLEET00163,CEADLR000393,AP38JK8932,pressure audit,31,3,claim,driver unavailable
CEAFS00000405,2025-02-06,CEAFLEET00073,CEADLR000580,KA85CD6448,alignment,29,5,alignment,
CEAFS00000406,2025-02-12,CEAFLEET00318,CEADLR000326,AP93CD6478,claim check,24,2,alignment,
CEAFS00000407,2024-06-22,CEAFLEET00144,CEADLR000542,KL20JK3274,claim check,30,7,replace,competitor tyres fitted
CEAFS00000408,2025-12-16,CEAFLEET00099,CEADLR000369,TS32JK5167,rotation,30,8,replace,competitor tyres fitted
CEAFS00000409,2026-03-28,CEAFLEET00274,CEADLR000701,TS36GH5887,fitment,17,1,none,
CEAFS00000410,2025-05-17,CEAFLEET00155,CEADLR000479,TS98GH7472,pressure audit,32,1,rotate,
CEAFS00000411,2025-01-09,CEAFLEET00069,CEADLR000633,TS99CD1941,alignment,3,1,replace,fleet price issue
CEAFS00000412,2025-12-22,CEAFLEET00282,CEADLR000194,TN27GH9556,claim check,31,4,replace,competitor tyres fitted
CEAFS00000413,2024-07-21,CEAFLEET00068,CEADLR000350,KL91AB6740,fitment,13,2,none,driver unavailable
CEAFS00000414,11/17/2025,CEAFLEET00104,CEADLR000619,TN38CD1563,pressure audit,8,0,claim,fleet price issue
CEAFS00000415,02/07/2025,CEAFLEET00046,CEADLR000018,KL70EF2489,claim check,7,3,replace,driver unavailable
CEAFS00000416,2025-09-28,CEAFLEET00236,CEADLR000220,TN95JK7755,rotation,25,0,alignment,driver unavailable
CEAFS00000417,2025-10-26,CEAFLEET00212,CEADLR000642,KL54AB4834,alignment,29,6,pressure training,competitor tyres fitted
CEAFS00000418,2024-10-16,CEAFLEET00289,CEADLR000251,KL70GH7757,claim check,17,3,pressure training,driver unavailable
CEAFS00000419,2025-10-15,CEAFLEET00166,CEADLR000552,TS92CD8170,rotation,11,5,claim,fleet price issue
CEAFS00000420,2025-11-17,CEAFLEET00114,CEADLR000479,AP38CD8177,claim check,15,3,none,high wear
CEAFS00000421,2025-06-08,CEAFLEET00195,CEADLR000324,TN72GH1167,claim check,19,5,pressure training,
CEAFS00000422,01/04/2025,CEAFLEET00163,CEADLR000393,KA29EF7188,alignment,26,4,claim,
CEAFS00000423,2024-12-14,CEAFLEET00018,CEADLR000541,KA26CD8943,alignment,31,8,pressure training,fleet price issue
CEAFS00000424,2026-02-21,CEAFLEET00264,CEADLR000491,TN37EF9657,fitment,11,8,none,competitor tyres fitted
CEAFS00000425,2026-03-27,CEAFLEET00320,CEADLR000579,KA14JK4698,rotation,21,6,rotate,
CEAFS00000426,2025-01-31,CEAFLEET00168,CEADLR000414,KA83AB1692,rotation,22,3,none,driver unavailable
CEAFS00000427,2025-01-06,CEAFLEET00059,CEADLR000676,KL58EF2218,inspection,22,5,none,fleet price issue
CEAFS00000428,2025-09-12,CEAFLEET00041,CEADLR000745,TS50JK3524,alignment,2,2,none,
CEAFS00000429,2024-09-22,CEAFLEET00038,CEADLR000577,KA13JK4603,claim check,5,5,alignment,fleet price issue
CEAFS00000430,2024-05-03,CEAFLEET00285,CEADLR000226,AP39GH7880,claim check,6,3,claim,high wear
CEAFS00000431,2024-12-29,CEAFLEET00244,CEADLR000153,TS12EF1942,claim check,2,4,rotate,high wear
CEAFS00000432,2026-02-09,CEAFLEET00180,CEADLR000620,KL72EF9849,fitment,26,1,replace,
CEAFS00000433,2025-09-10,CEAFLEET00123,CEADLR000331,KA72CD6969,rotation,2,3,replace,
CEAFS00000434,2024-11-12,CEAFLEET00155,CEADLR000479,AP52GH7049,pressure audit,18,3,claim,
CEAFS00000435,2024-08-18,CEAFLEET00015,CEADLR000441,AP82JK2875,fitment,26,2,none,driver unavailable
CEAFS00000436,2025-05-02,CEAFLEET00061,CEADLR000466,TS21GH7950,pressure audit,32,0,none,high wear
CEAFS00000437,26/03/2026,CEAFLEET00217,CEADLR000263,TN46JK7106,inspection,29,6,pressure training,
CEAFS00000438,20/04/2025,CEAFLEET00024,CEADLR000348,TS41GH6783,fitment,2,4,rotate,competitor tyres fitted
CEAFS00000439,2025-05-04,CEAFLEET00236,CEADLR000220,KL81CD5576,inspection,16,1,none,competitor tyres fitted
CEAFS00000440,2024-05-29,CEAFLEET00120,CEADLR000639,KA39JK7068,inspection,9,5,alignment,
